2.72331e-05 1.04307e-01  -2.80830e-21 0.00000e+00 
2.48645e-02 7.24845e+10  -7.24844e+10 0.00000e+00 
2.48917e-02 7.28026e+10  -7.28025e+10 0.00000e+00 
2.49190e-02 7.31217e+10  -7.31216e+10 0.00000e+00 
2.49462e-02 7.34419e+10  -7.34418e+10 0.00000e+00 
2.49734e-02 7.37632e+10  -7.37631e+10 0.00000e+00 
2.50007e-02 7.40855e+10  -7.40854e+10 0.00000e+00 
2.50279e-02 7.44088e+10  -7.44087e+10 0.00000e+00 
2.50551e-02 7.47332e+10  -7.47332e+10 0.00000e+00 
2.50824e-02 7.50587e+10  -7.50586e+10 0.00000e+00 
2.51096e-02 7.53853e+10  -7.53852e+10 0.00000e+00 
2.51368e-02 7.57129e+10  -7.57128e+10 0.00000e+00 
2.51641e-02 7.60415e+10  -7.60414e+10 0.00000e+00 
2.51913e-02 7.63713e+10  -7.63712e+10 0.00000e+00 
2.52185e-02 7.67021e+10  -7.67020e+10 0.00000e+00 
2.52458e-02 7.70340e+10  -7.70339e+10 0.00000e+00 
2.52730e-02 7.73669e+10  -7.73668e+10 0.00000e+00 
2.53002e-02 7.77009e+10  -7.77009e+10 0.00000e+00 
2.53275e-02 7.80361e+10  -7.80360e+10 0.00000e+00 
2.53547e-02 7.83723e+10  -7.83722e+10 0.00000e+00 
2.53820e-02 7.87095e+10  -7.87095e+10 0.00000e+00 
2.54092e-02 7.90479e+10  -7.90478e+10 0.00000e+00 
2.54364e-02 7.93874e+10  -7.93873e+10 0.00000e+00 
2.54637e-02 7.97279e+10  -7.97278e+10 0.00000e+00 
2.54909e-02 8.00696e+10  -8.00695e+10 0.00000e+00 
2.55181e-02 8.04123e+10  -8.04122e+10 0.00000e+00 
2.55454e-02 8.07562e+10  -8.07561e+10 0.00000e+00 
2.55726e-02 8.11011e+10  -8.11010e+10 0.00000e+00 
2.55998e-02 8.14472e+10  -8.14471e+10 0.00000e+00 
2.56271e-02 8.17943e+10  -8.17942e+10 0.00000e+00 
2.56543e-02 8.21426e+10  -8.21425e+10 0.00000e+00 
2.56815e-02 8.24920e+10  -8.24919e+10 0.00000e+00 
2.57088e-02 8.28425e+10  -8.28424e+10 0.00000e+00 
2.57360e-02 8.31941e+10  -8.31940e+10 0.00000e+00 
2.57632e-02 8.35468e+10  -8.35467e+10 0.00000e+00 
2.57905e-02 8.39006e+10  -8.39006e+10 0.00000e+00 
2.58177e-02 8.42556e+10  -8.42555e+10 0.00000e+00 
2.58450e-02 8.46117e+10  -8.46116e+10 0.00000e+00 
2.58722e-02 8.49689e+10  -8.49688e+10 0.00000e+00 
2.58994e-02 8.53273e+10  -8.53272e+10 0.00000e+00 
2.59267e-02 8.56868e+10  -8.56867e+10 0.00000e+00 
2.59539e-02 8.60474e+10  -8.60473e+10 0.00000e+00 
2.59811e-02 8.64091e+10  -8.64090e+10 0.00000e+00 
2.60084e-02 8.67720e+10  -8.67719e+10 0.00000e+00 
2.60356e-02 8.71361e+10  -8.71360e+10 0.00000e+00 
2.60628e-02 8.75012e+10  -8.75012e+10 0.00000e+00 
2.60901e-02 8.78676e+10  -8.78675e+10 0.00000e+00 
2.61173e-02 8.82351e+10  -8.82350e+10 0.00000e+00 
2.61445e-02 8.86037e+10  -8.86036e+10 0.00000e+00 
2.61718e-02 8.89735e+10  -8.89734e+10 0.00000e+00 
2.61990e-02 8.93444e+10  -8.93443e+10 0.00000e+00 
2.62262e-02 8.97165e+10  -8.97164e+10 0.00000e+00 
2.62535e-02 9.00898e+10  -9.00897e+10 0.00000e+00 
2.62807e-02 9.04642e+10  -9.04641e+10 0.00000e+00 
2.63080e-02 9.08398e+10  -9.08397e+10 0.00000e+00 
2.63352e-02 9.12165e+10  -9.12164e+10 0.00000e+00 
2.63624e-02 9.15944e+10  -9.15943e+10 0.00000e+00 
2.63897e-02 9.19735e+10  -9.19734e+10 0.00000e+00 
2.64169e-02 9.23538e+10  -9.23537e+10 0.00000e+00 
2.64441e-02 9.27353e+10  -9.27352e+10 0.00000e+00 
2.64714e-02 9.31179e+10  -9.31178e+10 0.00000e+00 
2.64986e-02 9.35017e+10  -9.35016e+10 0.00000e+00 
2.65258e-02 9.38867e+10  -9.38866e+10 0.00000e+00 
2.65531e-02 9.42729e+10  -9.42728e+10 0.00000e+00 
2.65803e-02 9.46603e+10  -9.46602e+10 0.00000e+00 
2.66075e-02 9.50489e+10  -9.50488e+10 0.00000e+00 
2.66348e-02 9.54386e+10  -9.54385e+10 0.00000e+00 
2.66620e-02 9.58296e+10  -9.58295e+10 0.00000e+00 
2.66893e-02 9.62218e+10  -9.62217e+10 0.00000e+00 
2.67165e-02 9.66151e+10  -9.66150e+10 0.00000e+00 
2.67437e-02 9.70097e+10  -9.70096e+10 0.00000e+00 
2.67710e-02 9.74055e+10  -9.74054e+10 0.00000e+00 
2.67982e-02 9.78025e+10  -9.78024e+10 0.00000e+00 
2.68254e-02 9.82007e+10  -9.82006e+10 0.00000e+00 
2.68527e-02 9.86001e+10  -9.86000e+10 0.00000e+00 
2.68799e-02 9.90007e+10  -9.90006e+10 0.00000e+00 
2.69071e-02 9.94026e+10  -9.94025e+10 0.00000e+00 
2.69344e-02 9.98057e+10  -9.98056e+10 0.00000e+00 
2.69616e-02 1.00210e+11  -1.00210e+11 0.00000e+00 
2.69888e-02 1.00616e+11  -1.00615e+11 0.00000e+00 
2.70161e-02 1.01022e+11  -1.01022e+11 0.00000e+00 
2.70433e-02 1.01430e+11  -1.01430e+11 0.00000e+00 
2.70705e-02 1.01839e+11  -1.01839e+11 0.00000e+00 
2.70978e-02 1.02250e+11  -1.02250e+11 0.00000e+00 
2.71250e-02 1.02662e+11  -1.02662e+11 0.00000e+00 
2.71523e-02 1.03075e+11  -1.03074e+11 0.00000e+00 
2.71795e-02 1.03489e+11  -1.03489e+11 0.00000e+00 
2.72067e-02 1.03904e+11  -1.03904e+11 0.00000e+00 
2.72340e-02 1.04321e+11  -1.04321e+11 0.00000e+00 
2.72612e-02 1.04739e+11  -1.04739e+11 0.00000e+00 
2.72884e-02 1.05158e+11  -1.05158e+11 0.00000e+00 
2.73157e-02 1.05578e+11  -1.05578e+11 0.00000e+00 
2.73429e-02 1.06000e+11  -1.06000e+11 0.00000e+00 
2.73701e-02 1.06423e+11  -1.06423e+11 0.00000e+00 
2.73974e-02 1.06847e+11  -1.06847e+11 0.00000e+00 
2.74246e-02 1.07273e+11  -1.07273e+11 0.00000e+00 
2.74518e-02 1.07700e+11  -1.07700e+11 0.00000e+00 
2.74791e-02 1.08128e+11  -1.08128e+11 0.00000e+00 
2.75063e-02 1.08557e+11  -1.08557e+11 0.00000e+00 
2.75336e-02 1.08988e+11  -1.08988e+11 0.00000e+00 
2.75608e-02 1.09420e+11  -1.09419e+11 0.00000e+00 
2.75880e-02 1.09853e+11  -1.09853e+11 0.00000e+00 
2.76153e-02 1.10287e+11  -1.10287e+11 0.00000e+00 
2.76425e-02 1.10723e+11  -1.10723e+11 0.00000e+00 
2.76697e-02 1.11160e+11  -1.11160e+11 0.00000e+00 
2.76970e-02 1.11598e+11  -1.11598e+11 0.00000e+00 
2.77242e-02 1.12038e+11  -1.12038e+11 0.00000e+00 
2.77514e-02 1.12479e+11  -1.12479e+11 0.00000e+00 
2.77787e-02 1.12921e+11  -1.12921e+11 0.00000e+00 
2.78059e-02 1.13364e+11  -1.13364e+11 0.00000e+00 
2.78331e-02 1.13809e+11  -1.13809e+11 0.00000e+00 
2.78604e-02 1.14255e+11  -1.14255e+11 0.00000e+00 
2.78876e-02 1.14703e+11  -1.14703e+11 0.00000e+00 
2.79149e-02 1.15152e+11  -1.15151e+11 0.00000e+00 
2.79421e-02 1.15602e+11  -1.15601e+11 0.00000e+00 
2.79693e-02 1.16053e+11  -1.16053e+11 0.00000e+00 
2.79966e-02 1.16506e+11  -1.16506e+11 0.00000e+00 
2.80238e-02 1.16960e+11  -1.16960e+11 0.00000e+00 
2.80510e-02 1.17415e+11  -1.17415e+11 0.00000e+00 
2.80783e-02 1.17872e+11  -1.17872e+11 0.00000e+00 
2.81055e-02 1.18330e+11  -1.18330e+11 0.00000e+00 
2.81327e-02 1.18789e+11  -1.18789e+11 0.00000e+00 
2.81600e-02 1.19250e+11  -1.19250e+11 0.00000e+00 
2.81872e-02 1.19712e+11  -1.19712e+11 0.00000e+00 
2.82145e-02 1.20175e+11  -1.20175e+11 0.00000e+00 
2.82417e-02 1.20640e+11  -1.20640e+11 0.00000e+00 
2.82689e-02 1.21106e+11  -1.21106e+11 0.00000e+00 
2.82962e-02 1.21573e+11  -1.21573e+11 0.00000e+00 
2.83234e-02 1.22042e+11  -1.22042e+11 0.00000e+00 
2.83506e-02 1.22512e+11  -1.22512e+11 0.00000e+00 
2.83779e-02 1.22984e+11  -1.22983e+11 0.00000e+00 
2.84051e-02 1.23456e+11  -1.23456e+11 0.00000e+00 
2.84323e-02 1.23931e+11  -1.23930e+11 0.00000e+00 
2.84596e-02 1.24406e+11  -1.24406e+11 0.00000e+00 
2.84868e-02 1.24883e+11  -1.24883e+11 0.00000e+00 
2.85140e-02 1.25361e+11  -1.25361e+11 0.00000e+00 
2.85413e-02 1.25841e+11  -1.25841e+11 0.00000e+00 
2.85685e-02 1.26322e+11  -1.26322e+11 0.00000e+00 
2.85958e-02 1.26804e+11  -1.26804e+11 0.00000e+00 
2.86230e-02 1.27288e+11  -1.27288e+11 0.00000e+00 
2.86502e-02 1.27773e+11  -1.27773e+11 0.00000e+00 
2.86775e-02 1.28260e+11  -1.28260e+11 0.00000e+00 
2.87047e-02 1.28748e+11  -1.28748e+11 0.00000e+00 
2.87319e-02 1.29237e+11  -1.29237e+11 0.00000e+00 
2.87592e-02 1.29728e+11  -1.29728e+11 0.00000e+00 
2.87864e-02 1.30220e+11  -1.30220e+11 0.00000e+00 
2.88136e-02 1.30714e+11  -1.30714e+11 0.00000e+00 
2.88409e-02 1.31209e+11  -1.31208e+11 0.00000e+00 
2.88681e-02 1.31705e+11  -1.31705e+11 0.00000e+00 
2.88953e-02 1.32203e+11  -1.32203e+11 0.00000e+00 
2.89226e-02 1.32702e+11  -1.32702e+11 0.00000e+00 
2.89498e-02 1.33202e+11  -1.33202e+11 0.00000e+00 
2.89771e-02 1.33704e+11  -1.33704e+11 0.00000e+00 
2.90043e-02 1.34208e+11  -1.34208e+11 0.00000e+00 
2.90315e-02 1.34713e+11  -1.34712e+11 0.00000e+00 
2.90588e-02 1.35219e+11  -1.35219e+11 0.00000e+00 
2.90860e-02 1.35726e+11  -1.35726e+11 0.00000e+00 
2.91132e-02 1.36236e+11  -1.36235e+11 0.00000e+00 
2.91405e-02 1.36746e+11  -1.36746e+11 0.00000e+00 
2.91677e-02 1.37258e+11  -1.37258e+11 0.00000e+00 
2.91949e-02 1.37771e+11  -1.37771e+11 0.00000e+00 
2.92222e-02 1.38286e+11  -1.38286e+11 0.00000e+00 
2.92494e-02 1.38802e+11  -1.38802e+11 0.00000e+00 
2.92767e-02 1.39320e+11  -1.39320e+11 0.00000e+00 
2.93039e-02 1.39839e+11  -1.39839e+11 0.00000e+00 
2.93311e-02 1.40360e+11  -1.40360e+11 0.00000e+00 
2.93584e-02 1.40882e+11  -1.40882e+11 0.00000e+00 
2.93856e-02 1.41406e+11  -1.41405e+11 0.00000e+00 
2.94128e-02 1.41931e+11  -1.41930e+11 0.00000e+00 
2.94401e-02 1.42457e+11  -1.42457e+11 0.00000e+00 
2.94673e-02 1.42985e+11  -1.42985e+11 0.00000e+00 
2.94945e-02 1.43514e+11  -1.43514e+11 0.00000e+00 
2.95218e-02 1.44045e+11  -1.44045e+11 0.00000e+00 
2.95490e-02 1.44577e+11  -1.44577e+11 0.00000e+00 
2.95762e-02 1.45111e+11  -1.45111e+11 0.00000e+00 
2.96035e-02 1.45646e+11  -1.45646e+11 0.00000e+00 
2.96307e-02 1.46183e+11  -1.46183e+11 0.00000e+00 
2.96580e-02 1.46721e+11  -1.46721e+11 0.00000e+00 
2.96852e-02 1.47261e+11  -1.47261e+11 0.00000e+00 
2.97124e-02 1.47802e+11  -1.47802e+11 0.00000e+00 
2.97397e-02 1.48345e+11  -1.48345e+11 0.00000e+00 
2.97669e-02 1.48889e+11  -1.48889e+11 0.00000e+00 
2.97941e-02 1.49435e+11  -1.49435e+11 0.00000e+00 
2.98214e-02 1.49982e+11  -1.49982e+11 0.00000e+00 
2.98486e-02 1.50531e+11  -1.50531e+11 0.00000e+00 
2.98758e-02 1.51081e+11  -1.51081e+11 0.00000e+00 
2.99031e-02 1.51633e+11  -1.51632e+11 0.00000e+00 
2.99303e-02 1.52186e+11  -1.52186e+11 0.00000e+00 
2.99576e-02 1.52740e+11  -1.52740e+11 0.00000e+00 
2.99848e-02 1.53297e+11  -1.53297e+11 0.00000e+00 
3.00120e-02 1.53854e+11  -1.53854e+11 0.00000e+00 
3.00393e-02 1.54414e+11  -1.54414e+11 0.00000e+00 
3.00665e-02 1.54974e+11  -1.54974e+11 0.00000e+00 
3.00937e-02 1.55537e+11  -1.55537e+11 0.00000e+00 
3.01210e-02 1.56101e+11  -1.56101e+11 0.00000e+00 
3.01482e-02 1.56666e+11  -1.56666e+11 0.00000e+00 
3.01754e-02 1.57233e+11  -1.57233e+11 0.00000e+00 
3.02027e-02 1.57801e+11  -1.57801e+11 0.00000e+00 
3.02299e-02 1.58371e+11  -1.58371e+11 0.00000e+00 
3.02572e-02 1.58943e+11  -1.58943e+11 0.00000e+00 
3.02844e-02 1.59516e+11  -1.59516e+11 0.00000e+00 
3.03116e-02 1.60091e+11  -1.60090e+11 0.00000e+00 
3.03389e-02 1.60667e+11  -1.60667e+11 0.00000e+00 
3.03661e-02 1.61244e+11  -1.61244e+11 0.00000e+00 
3.03933e-02 1.61824e+11  -1.61824e+11 0.00000e+00 
3.04206e-02 1.62405e+11  -1.62404e+11 0.00000e+00 
3.04478e-02 1.62987e+11  -1.62987e+11 0.00000e+00 
3.04750e-02 1.63571e+11  -1.63571e+11 0.00000e+00 
3.05023e-02 1.64156e+11  -1.64156e+11 0.00000e+00 
3.05295e-02 1.64744e+11  -1.64743e+11 0.00000e+00 
3.05568e-02 1.65332e+11  -1.65332e+11 0.00000e+00 
3.05840e-02 1.65923e+11  -1.65922e+11 0.00000e+00 
3.06112e-02 1.66514e+11  -1.66514e+11 0.00000e+00 
3.06385e-02 1.67108e+11  -1.67108e+11 0.00000e+00 
3.06657e-02 1.67703e+11  -1.67703e+11 0.00000e+00 
3.06929e-02 1.68299e+11  -1.68299e+11 0.00000e+00 
3.07202e-02 1.68898e+11  -1.68897e+11 0.00000e+00 
3.07474e-02 1.69497e+11  -1.69497e+11 0.00000e+00 
3.07746e-02 1.70099e+11  -1.70099e+11 0.00000e+00 
3.08019e-02 1.70702e+11  -1.70702e+11 0.00000e+00 
3.08291e-02 1.71306e+11  -1.71306e+11 0.00000e+00 
3.08564e-02 1.71912e+11  -1.71912e+11 0.00000e+00 
3.08836e-02 1.72520e+11  -1.72520e+11 0.00000e+00 
3.09108e-02 1.73130e+11  -1.73129e+11 0.00000e+00 
3.09381e-02 1.73741e+11  -1.73740e+11 0.00000e+00 
3.09653e-02 1.74353e+11  -1.74353e+11 0.00000e+00 
3.09925e-02 1.74967e+11  -1.74967e+11 0.00000e+00 
3.10198e-02 1.75583e+11  -1.75583e+11 0.00000e+00 
3.10470e-02 1.76201e+11  -1.76201e+11 0.00000e+00 
3.10742e-02 1.76820e+11  -1.76820e+11 0.00000e+00 
3.11015e-02 1.77441e+11  -1.77441e+11 0.00000e+00 
3.11287e-02 1.78063e+11  -1.78063e+11 0.00000e+00 
3.11560e-02 1.78687e+11  -1.78687e+11 0.00000e+00 
3.11832e-02 1.79313e+11  -1.79313e+11 0.00000e+00 
3.12104e-02 1.79940e+11  -1.79940e+11 0.00000e+00 
3.12377e-02 1.80569e+11  -1.80569e+11 0.00000e+00 
3.12649e-02 1.81200e+11  -1.81199e+11 0.00000e+00 
3.12921e-02 1.81832e+11  -1.81832e+11 0.00000e+00 
3.13194e-02 1.82466e+11  -1.82466e+11 0.00000e+00 
3.13466e-02 1.83101e+11  -1.83101e+11 0.00000e+00 
3.13738e-02 1.83738e+11  -1.83738e+11 0.00000e+00 
3.14011e-02 1.84377e+11  -1.84377e+11 0.00000e+00 
3.14283e-02 1.85018e+11  -1.85018e+11 0.00000e+00 
3.14556e-02 1.85660e+11  -1.85660e+11 0.00000e+00 
3.14828e-02 1.86304e+11  -1.86304e+11 0.00000e+00 
3.15100e-02 1.86949e+11  -1.86949e+11 0.00000e+00 
3.15373e-02 1.87597e+11  -1.87597e+11 0.00000e+00 
3.15645e-02 1.88246e+11  -1.88245e+11 0.00000e+00 
3.15917e-02 1.88896e+11  -1.88896e+11 0.00000e+00 
3.16190e-02 1.89548e+11  -1.89548e+11 0.00000e+00 
3.16462e-02 1.90202e+11  -1.90202e+11 0.00000e+00 
3.16734e-02 1.90858e+11  -1.90858e+11 0.00000e+00 
3.17007e-02 1.91515e+11  -1.91515e+11 0.00000e+00 
3.17279e-02 1.92174e+11  -1.92174e+11 0.00000e+00 
3.17552e-02 1.92835e+11  -1.92835e+11 0.00000e+00 
3.17824e-02 1.93498e+11  -1.93497e+11 0.00000e+00 
3.18096e-02 1.94162e+11  -1.94162e+11 0.00000e+00 
3.18369e-02 1.94828e+11  -1.94827e+11 0.00000e+00 
3.18641e-02 1.95495e+11  -1.95495e+11 0.00000e+00 
3.18913e-02 1.96164e+11  -1.96164e+11 0.00000e+00 
3.19186e-02 1.96835e+11  -1.96835e+11 0.00000e+00 
3.19458e-02 1.97508e+11  -1.97508e+11 0.00000e+00 
3.19730e-02 1.98183e+11  -1.98182e+11 0.00000e+00 
3.20003e-02 1.98859e+11  -1.98859e+11 0.00000e+00 
3.20275e-02 1.99537e+11  -1.99536e+11 0.00000e+00 
3.20548e-02 2.00216e+11  -2.00216e+11 0.00000e+00 
3.20820e-02 2.00898e+11  -2.00897e+11 0.00000e+00 
3.21092e-02 2.01581e+11  -2.01581e+11 0.00000e+00 
3.21365e-02 2.02266e+11  -2.02265e+11 0.00000e+00 
3.21637e-02 2.02952e+11  -2.02952e+11 0.00000e+00 
3.21909e-02 2.03640e+11  -2.03640e+11 0.00000e+00 
3.22182e-02 2.04331e+11  -2.04330e+11 0.00000e+00 
3.22454e-02 2.05022e+11  -2.05022e+11 0.00000e+00 
3.22726e-02 2.05716e+11  -2.05716e+11 0.00000e+00 
3.22999e-02 2.06411e+11  -2.06411e+11 0.00000e+00 
3.23271e-02 2.07108e+11  -2.07108e+11 0.00000e+00 
3.23544e-02 2.07807e+11  -2.07807e+11 0.00000e+00 
3.23816e-02 2.08508e+11  -2.08508e+11 0.00000e+00 
3.24088e-02 2.09210e+11  -2.09210e+11 0.00000e+00 
3.24361e-02 2.09914e+11  -2.09914e+11 0.00000e+00 
3.24633e-02 2.10620e+11  -2.10620e+11 0.00000e+00 
3.24905e-02 2.11328e+11  -2.11328e+11 0.00000e+00 
3.25178e-02 2.12038e+11  -2.12038e+11 0.00000e+00 
3.25450e-02 2.12749e+11  -2.12749e+11 0.00000e+00 
3.25723e-02 2.13462e+11  -2.13462e+11 0.00000e+00 
3.25995e-02 2.14177e+11  -2.14177e+11 0.00000e+00 
3.26267e-02 2.14894e+11  -2.14894e+11 0.00000e+00 
3.26540e-02 2.15612e+11  -2.15612e+11 0.00000e+00 
3.26812e-02 2.16332e+11  -2.16332e+11 0.00000e+00 
3.27084e-02 2.17054e+11  -2.17054e+11 0.00000e+00 
3.27357e-02 2.17778e+11  -2.17778e+11 0.00000e+00 
3.27629e-02 2.18504e+11  -2.18504e+11 0.00000e+00 
3.27901e-02 2.19232e+11  -2.19231e+11 0.00000e+00 
3.28174e-02 2.19961e+11  -2.19961e+11 0.00000e+00 
3.28446e-02 2.20692e+11  -2.20692e+11 0.00000e+00 
3.28719e-02 2.21425e+11  -2.21425e+11 0.00000e+00 
3.28991e-02 2.22160e+11  -2.22160e+11 0.00000e+00 
3.29263e-02 2.22896e+11  -2.22896e+11 0.00000e+00 
3.29536e-02 2.23635e+11  -2.23635e+11 0.00000e+00 
3.29808e-02 2.24375e+11  -2.24375e+11 0.00000e+00 
3.30080e-02 2.25117e+11  -2.25117e+11 0.00000e+00 
3.30353e-02 2.25861e+11  -2.25861e+11 0.00000e+00 
3.30625e-02 2.26607e+11  -2.26607e+11 0.00000e+00 
3.30898e-02 2.27355e+11  -2.27354e+11 0.00000e+00 
3.31170e-02 2.28104e+11  -2.28104e+11 0.00000e+00 
3.31442e-02 2.28855e+11  -2.28855e+11 0.00000e+00 
3.31715e-02 2.29609e+11  -2.29609e+11 0.00000e+00 
3.31987e-02 2.30364e+11  -2.30364e+11 0.00000e+00 
3.32259e-02 2.31121e+11  -2.31120e+11 0.00000e+00 
3.32532e-02 2.31879e+11  -2.31879e+11 0.00000e+00 
3.32804e-02 2.32640e+11  -2.32640e+11 0.00000e+00 
3.33076e-02 2.33403e+11  -2.33402e+11 0.00000e+00 
3.33349e-02 2.34167e+11  -2.34167e+11 0.00000e+00 
3.33621e-02 2.34933e+11  -2.34933e+11 0.00000e+00 
3.33894e-02 2.35701e+11  -2.35701e+11 0.00000e+00 
3.34166e-02 2.36471e+11  -2.36471e+11 0.00000e+00 
3.34438e-02 2.37243e+11  -2.37243e+11 0.00000e+00 
3.34711e-02 2.38017e+11  -2.38017e+11 0.00000e+00 
3.34983e-02 2.38793e+11  -2.38793e+11 0.00000e+00 
3.35255e-02 2.39570e+11  -2.39570e+11 0.00000e+00 
3.35528e-02 2.40350e+11  -2.40350e+11 0.00000e+00 
3.35800e-02 2.41131e+11  -2.41131e+11 0.00000e+00 
3.36073e-02 2.41915e+11  -2.41914e+11 0.00000e+00 
3.36345e-02 2.42700e+11  -2.42700e+11 0.00000e+00 
3.36617e-02 2.43487e+11  -2.43487e+11 0.00000e+00 
3.36890e-02 2.44276e+11  -2.44276e+11 0.00000e+00 
3.37162e-02 2.45067e+11  -2.45067e+11 0.00000e+00 
3.37434e-02 2.45860e+11  -2.45860e+11 0.00000e+00 
3.37707e-02 2.46654e+11  -2.46654e+11 0.00000e+00 
3.37979e-02 2.47451e+11  -2.47451e+11 0.00000e+00 
3.38251e-02 2.48250e+11  -2.48250e+11 0.00000e+00 
3.38524e-02 2.49050e+11  -2.49050e+11 0.00000e+00 
3.38796e-02 2.49853e+11  -2.49853e+11 0.00000e+00 
3.39069e-02 2.50657e+11  -2.50657e+11 0.00000e+00 
3.39341e-02 2.51464e+11  -2.51464e+11 0.00000e+00 
3.39613e-02 2.52272e+11  -2.52272e+11 0.00000e+00 
3.39886e-02 2.53082e+11  -2.53082e+11 0.00000e+00 
3.40158e-02 2.53894e+11  -2.53894e+11 0.00000e+00 
3.40430e-02 2.54709e+11  -2.54708e+11 0.00000e+00 
3.40703e-02 2.55525e+11  -2.55525e+11 0.00000e+00 
3.40975e-02 2.56343e+11  -2.56343e+11 0.00000e+00 
3.41248e-02 2.57163e+11  -2.57163e+11 0.00000e+00 
3.41520e-02 2.57985e+11  -2.57985e+11 0.00000e+00 
3.41792e-02 2.58809e+11  -2.58809e+11 0.00000e+00 
3.42065e-02 2.59635e+11  -2.59635e+11 0.00000e+00 
3.42337e-02 2.60463e+11  -2.60463e+11 0.00000e+00 
3.42609e-02 2.61293e+11  -2.61293e+11 0.00000e+00 
3.42882e-02 2.62125e+11  -2.62124e+11 0.00000e+00 
3.43154e-02 2.62959e+11  -2.62958e+11 0.00000e+00 
3.43427e-02 2.63794e+11  -2.63794e+11 0.00000e+00 
3.43699e-02 2.64632e+11  -2.64632e+11 0.00000e+00 
3.43971e-02 2.65472e+11  -2.65472e+11 0.00000e+00 
3.44244e-02 2.66314e+11  -2.66314e+11 0.00000e+00 
3.44516e-02 2.67158e+11  -2.67158e+11 0.00000e+00 
3.44788e-02 2.68004e+11  -2.68004e+11 0.00000e+00 
3.45061e-02 2.68852e+11  -2.68851e+11 0.00000e+00 
3.45333e-02 2.69701e+11  -2.69701e+11 0.00000e+00 
3.45606e-02 2.70553e+11  -2.70553e+11 0.00000e+00 
3.45878e-02 2.71407e+11  -2.71407e+11 0.00000e+00 
3.46150e-02 2.72263e+11  -2.72263e+11 0.00000e+00 
3.46423e-02 2.73121e+11  -2.73121e+11 0.00000e+00 
3.46695e-02 2.73981e+11  -2.73981e+11 0.00000e+00 
3.46967e-02 2.74843e+11  -2.74843e+11 0.00000e+00 
3.47240e-02 2.75707e+11  -2.75707e+11 0.00000e+00 
3.47512e-02 2.76573e+11  -2.76573e+11 0.00000e+00 
3.47784e-02 2.77441e+11  -2.77441e+11 0.00000e+00 
3.48057e-02 2.78311e+11  -2.78311e+11 0.00000e+00 
3.48329e-02 2.79184e+11  -2.79184e+11 0.00000e+00 
3.48602e-02 2.80058e+11  -2.80058e+11 0.00000e+00 
3.48874e-02 2.80934e+11  -2.80934e+11 0.00000e+00 
3.49146e-02 2.81813e+11  -2.81812e+11 0.00000e+00 
3.49419e-02 2.82693e+11  -2.82693e+11 0.00000e+00 
3.49691e-02 2.83575e+11  -2.83575e+11 0.00000e+00 
3.49963e-02 2.84460e+11  -2.84460e+11 0.00000e+00 
3.50236e-02 2.85347e+11  -2.85346e+11 0.00000e+00 
3.50508e-02 2.86235e+11  -2.86235e+11 0.00000e+00 
3.50781e-02 2.87126e+11  -2.87126e+11 0.00000e+00 
3.51053e-02 2.88019e+11  -2.88019e+11 0.00000e+00 
3.51325e-02 2.88914e+11  -2.88914e+11 0.00000e+00 
3.51598e-02 2.89811e+11  -2.89811e+11 0.00000e+00 
3.51870e-02 2.90710e+11  -2.90710e+11 0.00000e+00 
3.52142e-02 2.91611e+11  -2.91611e+11 0.00000e+00 
3.52415e-02 2.92514e+11  -2.92514e+11 0.00000e+00 
3.52687e-02 2.93420e+11  -2.93420e+11 0.00000e+00 
3.52960e-02 2.94327e+11  -2.94327e+11 0.00000e+00 
3.53232e-02 2.95237e+11  -2.95237e+11 0.00000e+00 
3.53504e-02 2.96148e+11  -2.96148e+11 0.00000e+00 
3.53777e-02 2.97062e+11  -2.97062e+11 0.00000e+00 
3.54049e-02 2.97978e+11  -2.97978e+11 0.00000e+00 
3.54321e-02 2.98896e+11  -2.98896e+11 0.00000e+00 
3.54594e-02 2.99816e+11  -2.99816e+11 0.00000e+00 
3.54866e-02 3.00739e+11  -3.00738e+11 0.00000e+00 
3.55139e-02 3.01663e+11  -3.01663e+11 0.00000e+00 
3.55411e-02 3.02589e+11  -3.02589e+11 0.00000e+00 
3.55683e-02 3.03518e+11  -3.03518e+11 0.00000e+00 
3.55956e-02 3.04449e+11  -3.04449e+11 0.00000e+00 
3.56228e-02 3.05382e+11  -3.05382e+11 0.00000e+00 
3.56500e-02 3.06317e+11  -3.06317e+11 0.00000e+00 
3.56773e-02 3.07254e+11  -3.07254e+11 0.00000e+00 
3.57045e-02 3.08193e+11  -3.08193e+11 0.00000e+00 
3.57318e-02 3.09135e+11  -3.09135e+11 0.00000e+00 
3.57590e-02 3.10079e+11  -3.10078e+11 0.00000e+00 
3.57862e-02 3.11024e+11  -3.11024e+11 0.00000e+00 
3.58135e-02 3.11972e+11  -3.11972e+11 0.00000e+00 
3.58407e-02 3.12923e+11  -3.12922e+11 0.00000e+00 
3.58679e-02 3.13875e+11  -3.13875e+11 0.00000e+00 
3.58952e-02 3.14829e+11  -3.14829e+11 0.00000e+00 
3.59224e-02 3.15786e+11  -3.15786e+11 0.00000e+00 
3.59497e-02 3.16745e+11  -3.16745e+11 0.00000e+00 
3.59769e-02 3.17706e+11  -3.17706e+11 0.00000e+00 
3.60041e-02 3.18669e+11  -3.18669e+11 0.00000e+00 
