2.72331e-05 1.04307e-01  -2.80830e-21 0.00000e+00 
7.59442e-02 6.30858e+12  -6.30858e+12 0.00000e+00 
7.59714e-02 6.31764e+12  -6.31764e+12 0.00000e+00 
7.59987e-02 6.32671e+12  -6.32671e+12 0.00000e+00 
7.60259e-02 6.33579e+12  -6.33579e+12 0.00000e+00 
7.60532e-02 6.34488e+12  -6.34488e+12 0.00000e+00 
7.60804e-02 6.35398e+12  -6.35398e+12 0.00000e+00 
7.61077e-02 6.36309e+12  -6.36309e+12 0.00000e+00 
7.61349e-02 6.37221e+12  -6.37221e+12 0.00000e+00 
7.61622e-02 6.38134e+12  -6.38134e+12 0.00000e+00 
7.61894e-02 6.39048e+12  -6.39048e+12 0.00000e+00 
7.62167e-02 6.39963e+12  -6.39963e+12 0.00000e+00 
7.62439e-02 6.40879e+12  -6.40879e+12 0.00000e+00 
7.62712e-02 6.41796e+12  -6.41796e+12 0.00000e+00 
7.62985e-02 6.42713e+12  -6.42713e+12 0.00000e+00 
7.63257e-02 6.43632e+12  -6.43632e+12 0.00000e+00 
7.63530e-02 6.44552e+12  -6.44552e+12 0.00000e+00 
7.63802e-02 6.45473e+12  -6.45473e+12 0.00000e+00 
7.64075e-02 6.46395e+12  -6.46394e+12 0.00000e+00 
7.64347e-02 6.47317e+12  -6.47317e+12 0.00000e+00 
7.64620e-02 6.48241e+12  -6.48241e+12 0.00000e+00 
7.64892e-02 6.49166e+12  -6.49166e+12 0.00000e+00 
7.65165e-02 6.50091e+12  -6.50091e+12 0.00000e+00 
7.65437e-02 6.51018e+12  -6.51018e+12 0.00000e+00 
7.65710e-02 6.51946e+12  -6.51946e+12 0.00000e+00 
7.65982e-02 6.52875e+12  -6.52874e+12 0.00000e+00 
7.66255e-02 6.53804e+12  -6.53804e+12 0.00000e+00 
7.66527e-02 6.54735e+12  -6.54735e+12 0.00000e+00 
7.66800e-02 6.55667e+12  -6.55667e+12 0.00000e+00 
7.67072e-02 6.56599e+12  -6.56599e+12 0.00000e+00 
7.67345e-02 6.57533e+12  -6.57533e+12 0.00000e+00 
7.67618e-02 6.58468e+12  -6.58467e+12 0.00000e+00 
7.67890e-02 6.59403e+12  -6.59403e+12 0.00000e+00 
7.68163e-02 6.60340e+12  -6.60340e+12 0.00000e+00 
7.68435e-02 6.61278e+12  -6.61277e+12 0.00000e+00 
7.68708e-02 6.62216e+12  -6.62216e+12 0.00000e+00 
7.68980e-02 6.63156e+12  -6.63156e+12 0.00000e+00 
7.69253e-02 6.64096e+12  -6.64096e+12 0.00000e+00 
7.69525e-02 6.65038e+12  -6.65038e+12 0.00000e+00 
7.69798e-02 6.65981e+12  -6.65981e+12 0.00000e+00 
7.70070e-02 6.66924e+12  -6.66924e+12 0.00000e+00 
7.70343e-02 6.67869e+12  -6.67869e+12 0.00000e+00 
7.70615e-02 6.68815e+12  -6.68815e+12 0.00000e+00 
7.70888e-02 6.69761e+12  -6.69761e+12 0.00000e+00 
7.71160e-02 6.70709e+12  -6.70709e+12 0.00000e+00 
7.71433e-02 6.71658e+12  -6.71658e+12 0.00000e+00 
7.71706e-02 6.72607e+12  -6.72607e+12 0.00000e+00 
7.71978e-02 6.73558e+12  -6.73558e+12 0.00000e+00 
7.72251e-02 6.74510e+12  -6.74510e+12 0.00000e+00 
7.72523e-02 6.75462e+12  -6.75462e+12 0.00000e+00 
7.72796e-02 6.76416e+12  -6.76416e+12 0.00000e+00 
7.73068e-02 6.77371e+12  -6.77371e+12 0.00000e+00 
7.73341e-02 6.78327e+12  -6.78327e+12 0.00000e+00 
7.73613e-02 6.79283e+12  -6.79283e+12 0.00000e+00 
7.73886e-02 6.80241e+12  -6.80241e+12 0.00000e+00 
7.74158e-02 6.81200e+12  -6.81200e+12 0.00000e+00 
7.74431e-02 6.82160e+12  -6.82160e+12 0.00000e+00 
7.74703e-02 6.83120e+12  -6.83120e+12 0.00000e+00 
7.74976e-02 6.84082e+12  -6.84082e+12 0.00000e+00 
7.75248e-02 6.85045e+12  -6.85045e+12 0.00000e+00 
7.75521e-02 6.86009e+12  -6.86009e+12 0.00000e+00 
7.75794e-02 6.86974e+12  -6.86974e+12 0.00000e+00 
7.76066e-02 6.87940e+12  -6.87940e+12 0.00000e+00 
7.76339e-02 6.88907e+12  -6.88906e+12 0.00000e+00 
7.76611e-02 6.89874e+12  -6.89874e+12 0.00000e+00 
7.76884e-02 6.90843e+12  -6.90843e+12 0.00000e+00 
7.77156e-02 6.91813e+12  -6.91813e+12 0.00000e+00 
7.77429e-02 6.92784e+12  -6.92784e+12 0.00000e+00 
7.77701e-02 6.93756e+12  -6.93756e+12 0.00000e+00 
7.77974e-02 6.94729e+12  -6.94729e+12 0.00000e+00 
7.78246e-02 6.95703e+12  -6.95703e+12 0.00000e+00 
7.78519e-02 6.96678e+12  -6.96678e+12 0.00000e+00 
7.78791e-02 6.97655e+12  -6.97654e+12 0.00000e+00 
7.79064e-02 6.98632e+12  -6.98632e+12 0.00000e+00 
7.79337e-02 6.99610e+12  -6.99610e+12 0.00000e+00 
7.79609e-02 7.00589e+12  -7.00589e+12 0.00000e+00 
7.79882e-02 7.01569e+12  -7.01569e+12 0.00000e+00 
7.80154e-02 7.02550e+12  -7.02550e+12 0.00000e+00 
7.80427e-02 7.03533e+12  -7.03533e+12 0.00000e+00 
7.80699e-02 7.04516e+12  -7.04516e+12 0.00000e+00 
7.80972e-02 7.05500e+12  -7.05500e+12 0.00000e+00 
7.81244e-02 7.06486e+12  -7.06486e+12 0.00000e+00 
7.81517e-02 7.07472e+12  -7.07472e+12 0.00000e+00 
7.81789e-02 7.08460e+12  -7.08459e+12 0.00000e+00 
7.82062e-02 7.09448e+12  -7.09448e+12 0.00000e+00 
7.82334e-02 7.10437e+12  -7.10437e+12 0.00000e+00 
7.82607e-02 7.11428e+12  -7.11428e+12 0.00000e+00 
7.82880e-02 7.12420e+12  -7.12419e+12 0.00000e+00 
7.83152e-02 7.13412e+12  -7.13412e+12 0.00000e+00 
7.83425e-02 7.14406e+12  -7.14406e+12 0.00000e+00 
7.83697e-02 7.15400e+12  -7.15400e+12 0.00000e+00 
7.83970e-02 7.16396e+12  -7.16396e+12 0.00000e+00 
7.84242e-02 7.17393e+12  -7.17393e+12 0.00000e+00 
7.84515e-02 7.18391e+12  -7.18391e+12 0.00000e+00 
7.84787e-02 7.19390e+12  -7.19389e+12 0.00000e+00 
7.85060e-02 7.20389e+12  -7.20389e+12 0.00000e+00 
7.85332e-02 7.21390e+12  -7.21390e+12 0.00000e+00 
7.85605e-02 7.22392e+12  -7.22392e+12 0.00000e+00 
7.85877e-02 7.23395e+12  -7.23395e+12 0.00000e+00 
7.86150e-02 7.24399e+12  -7.24399e+12 0.00000e+00 
7.86423e-02 7.25404e+12  -7.25404e+12 0.00000e+00 
7.86695e-02 7.26411e+12  -7.26410e+12 0.00000e+00 
7.86968e-02 7.27418e+12  -7.27418e+12 0.00000e+00 
7.87240e-02 7.28426e+12  -7.28426e+12 0.00000e+00 
7.87513e-02 7.29435e+12  -7.29435e+12 0.00000e+00 
7.87785e-02 7.30446e+12  -7.30446e+12 0.00000e+00 
7.88058e-02 7.31457e+12  -7.31457e+12 0.00000e+00 
7.88330e-02 7.32469e+12  -7.32469e+12 0.00000e+00 
7.88603e-02 7.33483e+12  -7.33483e+12 0.00000e+00 
7.88875e-02 7.34497e+12  -7.34497e+12 0.00000e+00 
7.89148e-02 7.35513e+12  -7.35513e+12 0.00000e+00 
7.89421e-02 7.36530e+12  -7.36530e+12 0.00000e+00 
7.89693e-02 7.37547e+12  -7.37547e+12 0.00000e+00 
7.89966e-02 7.38566e+12  -7.38566e+12 0.00000e+00 
7.90238e-02 7.39586e+12  -7.39586e+12 0.00000e+00 
7.90511e-02 7.40607e+12  -7.40607e+12 0.00000e+00 
7.90783e-02 7.41629e+12  -7.41629e+12 0.00000e+00 
7.91056e-02 7.42652e+12  -7.42652e+12 0.00000e+00 
7.91328e-02 7.43676e+12  -7.43676e+12 0.00000e+00 
7.91601e-02 7.44701e+12  -7.44701e+12 0.00000e+00 
7.91873e-02 7.45727e+12  -7.45727e+12 0.00000e+00 
7.92146e-02 7.46754e+12  -7.46754e+12 0.00000e+00 
7.92418e-02 7.47782e+12  -7.47782e+12 0.00000e+00 
7.92691e-02 7.48812e+12  -7.48812e+12 0.00000e+00 
7.92964e-02 7.49842e+12  -7.49842e+12 0.00000e+00 
7.93236e-02 7.50874e+12  -7.50874e+12 0.00000e+00 
7.93509e-02 7.51906e+12  -7.51906e+12 0.00000e+00 
7.93781e-02 7.52940e+12  -7.52940e+12 0.00000e+00 
7.94054e-02 7.53974e+12  -7.53974e+12 0.00000e+00 
7.94326e-02 7.55010e+12  -7.55010e+12 0.00000e+00 
7.94599e-02 7.56047e+12  -7.56047e+12 0.00000e+00 
7.94871e-02 7.57085e+12  -7.57085e+12 0.00000e+00 
7.95144e-02 7.58124e+12  -7.58124e+12 0.00000e+00 
7.95416e-02 7.59164e+12  -7.59164e+12 0.00000e+00 
7.95689e-02 7.60205e+12  -7.60205e+12 0.00000e+00 
7.95962e-02 7.61247e+12  -7.61247e+12 0.00000e+00 
7.96234e-02 7.62290e+12  -7.62290e+12 0.00000e+00 
7.96507e-02 7.63335e+12  -7.63334e+12 0.00000e+00 
7.96779e-02 7.64380e+12  -7.64380e+12 0.00000e+00 
7.97052e-02 7.65426e+12  -7.65426e+12 0.00000e+00 
7.97324e-02 7.66474e+12  -7.66474e+12 0.00000e+00 
7.97597e-02 7.67522e+12  -7.67522e+12 0.00000e+00 
7.97869e-02 7.68572e+12  -7.68572e+12 0.00000e+00 
7.98142e-02 7.69623e+12  -7.69623e+12 0.00000e+00 
7.98415e-02 7.70675e+12  -7.70675e+12 0.00000e+00 
7.98687e-02 7.71728e+12  -7.71727e+12 0.00000e+00 
7.98960e-02 7.72782e+12  -7.72781e+12 0.00000e+00 
7.99232e-02 7.73837e+12  -7.73836e+12 0.00000e+00 
7.99505e-02 7.74893e+12  -7.74893e+12 0.00000e+00 
7.99777e-02 7.75950e+12  -7.75950e+12 0.00000e+00 
8.00050e-02 7.77008e+12  -7.77008e+12 0.00000e+00 
8.00322e-02 7.78068e+12  -7.78068e+12 0.00000e+00 
8.00595e-02 7.79128e+12  -7.79128e+12 0.00000e+00 
8.00867e-02 7.80190e+12  -7.80190e+12 0.00000e+00 
8.01140e-02 7.81252e+12  -7.81252e+12 0.00000e+00 
8.01413e-02 7.82316e+12  -7.82316e+12 0.00000e+00 
8.01685e-02 7.83381e+12  -7.83381e+12 0.00000e+00 
8.01958e-02 7.84447e+12  -7.84447e+12 0.00000e+00 
8.02230e-02 7.85514e+12  -7.85514e+12 0.00000e+00 
8.02503e-02 7.86582e+12  -7.86582e+12 0.00000e+00 
8.02775e-02 7.87651e+12  -7.87651e+12 0.00000e+00 
8.03048e-02 7.88721e+12  -7.88721e+12 0.00000e+00 
8.03320e-02 7.89792e+12  -7.89792e+12 0.00000e+00 
8.03593e-02 7.90865e+12  -7.90865e+12 0.00000e+00 
8.03865e-02 7.91938e+12  -7.91938e+12 0.00000e+00 
8.04138e-02 7.93013e+12  -7.93013e+12 0.00000e+00 
8.04411e-02 7.94089e+12  -7.94089e+12 0.00000e+00 
8.04683e-02 7.95166e+12  -7.95165e+12 0.00000e+00 
8.04956e-02 7.96243e+12  -7.96243e+12 0.00000e+00 
8.05228e-02 7.97322e+12  -7.97322e+12 0.00000e+00 
8.05501e-02 7.98403e+12  -7.98402e+12 0.00000e+00 
8.05773e-02 7.99484e+12  -7.99484e+12 0.00000e+00 
8.06046e-02 8.00566e+12  -8.00566e+12 0.00000e+00 
8.06318e-02 8.01649e+12  -8.01649e+12 0.00000e+00 
8.06591e-02 8.02734e+12  -8.02734e+12 0.00000e+00 
8.06864e-02 8.03819e+12  -8.03819e+12 0.00000e+00 
8.07136e-02 8.04906e+12  -8.04906e+12 0.00000e+00 
8.07409e-02 8.05994e+12  -8.05994e+12 0.00000e+00 
8.07681e-02 8.07083e+12  -8.07083e+12 0.00000e+00 
8.07954e-02 8.08173e+12  -8.08173e+12 0.00000e+00 
8.08226e-02 8.09264e+12  -8.09264e+12 0.00000e+00 
8.08499e-02 8.10356e+12  -8.10356e+12 0.00000e+00 
8.08771e-02 8.11449e+12  -8.11449e+12 0.00000e+00 
8.09044e-02 8.12544e+12  -8.12544e+12 0.00000e+00 
8.09317e-02 8.13639e+12  -8.13639e+12 0.00000e+00 
8.09589e-02 8.14736e+12  -8.14736e+12 0.00000e+00 
8.09862e-02 8.15834e+12  -8.15834e+12 0.00000e+00 
8.10134e-02 8.16933e+12  -8.16933e+12 0.00000e+00 
8.10407e-02 8.18033e+12  -8.18033e+12 0.00000e+00 
8.10679e-02 8.19134e+12  -8.19134e+12 0.00000e+00 
8.10952e-02 8.20236e+12  -8.20236e+12 0.00000e+00 
8.11224e-02 8.21339e+12  -8.21339e+12 0.00000e+00 
8.11497e-02 8.22444e+12  -8.22444e+12 0.00000e+00 
8.11770e-02 8.23549e+12  -8.23549e+12 0.00000e+00 
8.12042e-02 8.24656e+12  -8.24656e+12 0.00000e+00 
8.12315e-02 8.25764e+12  -8.25763e+12 0.00000e+00 
8.12587e-02 8.26872e+12  -8.26872e+12 0.00000e+00 
8.12860e-02 8.27982e+12  -8.27982e+12 0.00000e+00 
8.13132e-02 8.29094e+12  -8.29093e+12 0.00000e+00 
8.13405e-02 8.30206e+12  -8.30206e+12 0.00000e+00 
8.13677e-02 8.31319e+12  -8.31319e+12 0.00000e+00 
8.13950e-02 8.32434e+12  -8.32433e+12 0.00000e+00 
8.14223e-02 8.33549e+12  -8.33549e+12 0.00000e+00 
8.14495e-02 8.34666e+12  -8.34666e+12 0.00000e+00 
8.14768e-02 8.35784e+12  -8.35784e+12 0.00000e+00 
8.15040e-02 8.36903e+12  -8.36903e+12 0.00000e+00 
8.15313e-02 8.38023e+12  -8.38023e+12 0.00000e+00 
8.15585e-02 8.39144e+12  -8.39144e+12 0.00000e+00 
8.15858e-02 8.40266e+12  -8.40266e+12 0.00000e+00 
8.16130e-02 8.41390e+12  -8.41390e+12 0.00000e+00 
8.16403e-02 8.42514e+12  -8.42514e+12 0.00000e+00 
8.16676e-02 8.43640e+12  -8.43640e+12 0.00000e+00 
8.16948e-02 8.44767e+12  -8.44767e+12 0.00000e+00 
8.17221e-02 8.45895e+12  -8.45895e+12 0.00000e+00 
8.17493e-02 8.47024e+12  -8.47024e+12 0.00000e+00 
8.17766e-02 8.48154e+12  -8.48154e+12 0.00000e+00 
8.18038e-02 8.49285e+12  -8.49285e+12 0.00000e+00 
8.18311e-02 8.50418e+12  -8.50418e+12 0.00000e+00 
8.18583e-02 8.51552e+12  -8.51551e+12 0.00000e+00 
8.18856e-02 8.52686e+12  -8.52686e+12 0.00000e+00 
8.19129e-02 8.53822e+12  -8.53822e+12 0.00000e+00 
8.19401e-02 8.54959e+12  -8.54959e+12 0.00000e+00 
8.19674e-02 8.56097e+12  -8.56097e+12 0.00000e+00 
8.19946e-02 8.57237e+12  -8.57237e+12 0.00000e+00 
8.20219e-02 8.58377e+12  -8.58377e+12 0.00000e+00 
8.20491e-02 8.59519e+12  -8.59519e+12 0.00000e+00 
8.20764e-02 8.60661e+12  -8.60661e+12 0.00000e+00 
8.21037e-02 8.61805e+12  -8.61805e+12 0.00000e+00 
8.21309e-02 8.62950e+12  -8.62950e+12 0.00000e+00 
8.21582e-02 8.64096e+12  -8.64096e+12 0.00000e+00 
8.21854e-02 8.65244e+12  -8.65244e+12 0.00000e+00 
8.22127e-02 8.66392e+12  -8.66392e+12 0.00000e+00 
8.22399e-02 8.67542e+12  -8.67542e+12 0.00000e+00 
8.22672e-02 8.68692e+12  -8.68692e+12 0.00000e+00 
8.22944e-02 8.69844e+12  -8.69844e+12 0.00000e+00 
8.23217e-02 8.70997e+12  -8.70997e+12 0.00000e+00 
8.23490e-02 8.72151e+12  -8.72151e+12 0.00000e+00 
8.23762e-02 8.73307e+12  -8.73307e+12 0.00000e+00 
8.24035e-02 8.74463e+12  -8.74463e+12 0.00000e+00 
8.24307e-02 8.75621e+12  -8.75621e+12 0.00000e+00 
8.24580e-02 8.76779e+12  -8.76779e+12 0.00000e+00 
8.24852e-02 8.77939e+12  -8.77939e+12 0.00000e+00 
8.25125e-02 8.79100e+12  -8.79100e+12 0.00000e+00 
8.25397e-02 8.80263e+12  -8.80263e+12 0.00000e+00 
8.25670e-02 8.81426e+12  -8.81426e+12 0.00000e+00 
8.25943e-02 8.82590e+12  -8.82590e+12 0.00000e+00 
8.26215e-02 8.83756e+12  -8.83756e+12 0.00000e+00 
8.26488e-02 8.84923e+12  -8.84923e+12 0.00000e+00 
8.26760e-02 8.86091e+12  -8.86091e+12 0.00000e+00 
8.27033e-02 8.87260e+12  -8.87260e+12 0.00000e+00 
8.27305e-02 8.88430e+12  -8.88430e+12 0.00000e+00 
8.27578e-02 8.89602e+12  -8.89602e+12 0.00000e+00 
8.27851e-02 8.90774e+12  -8.90774e+12 0.00000e+00 
8.28123e-02 8.91948e+12  -8.91948e+12 0.00000e+00 
8.28396e-02 8.93123e+12  -8.93123e+12 0.00000e+00 
8.28668e-02 8.94299e+12  -8.94299e+12 0.00000e+00 
8.28941e-02 8.95476e+12  -8.95476e+12 0.00000e+00 
8.29213e-02 8.96655e+12  -8.96655e+12 0.00000e+00 
8.29486e-02 8.97834e+12  -8.97834e+12 0.00000e+00 
8.29759e-02 8.99015e+12  -8.99015e+12 0.00000e+00 
8.30031e-02 9.00197e+12  -9.00197e+12 0.00000e+00 
8.30304e-02 9.01380e+12  -9.01380e+12 0.00000e+00 
8.30576e-02 9.02564e+12  -9.02564e+12 0.00000e+00 
8.30849e-02 9.03750e+12  -9.03749e+12 0.00000e+00 
8.31121e-02 9.04936e+12  -9.04936e+12 0.00000e+00 
8.31394e-02 9.06124e+12  -9.06124e+12 0.00000e+00 
8.31666e-02 9.07313e+12  -9.07313e+12 0.00000e+00 
8.31939e-02 9.08503e+12  -9.08503e+12 0.00000e+00 
8.32212e-02 9.09694e+12  -9.09694e+12 0.00000e+00 
8.32484e-02 9.10886e+12  -9.10886e+12 0.00000e+00 
8.32757e-02 9.12080e+12  -9.12080e+12 0.00000e+00 
8.33029e-02 9.13275e+12  -9.13275e+12 0.00000e+00 
8.33302e-02 9.14471e+12  -9.14471e+12 0.00000e+00 
8.33574e-02 9.15668e+12  -9.15668e+12 0.00000e+00 
8.33847e-02 9.16866e+12  -9.16866e+12 0.00000e+00 
8.34120e-02 9.18066e+12  -9.18065e+12 0.00000e+00 
8.34392e-02 9.19266e+12  -9.19266e+12 0.00000e+00 
8.34665e-02 9.20468e+12  -9.20468e+12 0.00000e+00 
8.34937e-02 9.21671e+12  -9.21671e+12 0.00000e+00 
8.35210e-02 9.22875e+12  -9.22875e+12 0.00000e+00 
8.35482e-02 9.24081e+12  -9.24080e+12 0.00000e+00 
8.35755e-02 9.25287e+12  -9.25287e+12 0.00000e+00 
8.36028e-02 9.26495e+12  -9.26495e+12 0.00000e+00 
8.36300e-02 9.27704e+12  -9.27704e+12 0.00000e+00 
8.36573e-02 9.28914e+12  -9.28914e+12 0.00000e+00 
8.36845e-02 9.30125e+12  -9.30125e+12 0.00000e+00 
8.37118e-02 9.31337e+12  -9.31337e+12 0.00000e+00 
8.37390e-02 9.32551e+12  -9.32551e+12 0.00000e+00 
8.37663e-02 9.33766e+12  -9.33766e+12 0.00000e+00 
8.37936e-02 9.34982e+12  -9.34982e+12 0.00000e+00 
8.38208e-02 9.36199e+12  -9.36199e+12 0.00000e+00 
8.38481e-02 9.37418e+12  -9.37417e+12 0.00000e+00 
8.38753e-02 9.38637e+12  -9.38637e+12 0.00000e+00 
8.39026e-02 9.39858e+12  -9.39858e+12 0.00000e+00 
8.39298e-02 9.41080e+12  -9.41080e+12 0.00000e+00 
8.39571e-02 9.42303e+12  -9.42303e+12 0.00000e+00 
8.39844e-02 9.43527e+12  -9.43527e+12 0.00000e+00 
8.40116e-02 9.44753e+12  -9.44753e+12 0.00000e+00 
8.40389e-02 9.45980e+12  -9.45979e+12 0.00000e+00 
8.40661e-02 9.47207e+12  -9.47207e+12 0.00000e+00 
8.40934e-02 9.48437e+12  -9.48437e+12 0.00000e+00 
8.41206e-02 9.49667e+12  -9.49667e+12 0.00000e+00 
8.41479e-02 9.50898e+12  -9.50898e+12 0.00000e+00 
8.41752e-02 9.52131e+12  -9.52131e+12 0.00000e+00 
8.42024e-02 9.53365e+12  -9.53365e+12 0.00000e+00 
8.42297e-02 9.54600e+12  -9.54600e+12 0.00000e+00 
8.42569e-02 9.55836e+12  -9.55836e+12 0.00000e+00 
8.42842e-02 9.57074e+12  -9.57074e+12 0.00000e+00 
8.43114e-02 9.58313e+12  -9.58313e+12 0.00000e+00 
8.43387e-02 9.59553e+12  -9.59553e+12 0.00000e+00 
8.43660e-02 9.60794e+12  -9.60794e+12 0.00000e+00 
8.43932e-02 9.62036e+12  -9.62036e+12 0.00000e+00 
8.44205e-02 9.63280e+12  -9.63280e+12 0.00000e+00 
8.44477e-02 9.64524e+12  -9.64524e+12 0.00000e+00 
8.44750e-02 9.65770e+12  -9.65770e+12 0.00000e+00 
8.45022e-02 9.67017e+12  -9.67017e+12 0.00000e+00 
8.45295e-02 9.68266e+12  -9.68266e+12 0.00000e+00 
8.45568e-02 9.69515e+12  -9.69515e+12 0.00000e+00 
8.45840e-02 9.70766e+12  -9.70766e+12 0.00000e+00 
8.46113e-02 9.72018e+12  -9.72018e+12 0.00000e+00 
8.46385e-02 9.73271e+12  -9.73271e+12 0.00000e+00 
8.46658e-02 9.74526e+12  -9.74526e+12 0.00000e+00 
8.46930e-02 9.75781e+12  -9.75781e+12 0.00000e+00 
8.47203e-02 9.77038e+12  -9.77038e+12 0.00000e+00 
8.47476e-02 9.78296e+12  -9.78296e+12 0.00000e+00 
8.47748e-02 9.79556e+12  -9.79555e+12 0.00000e+00 
8.48021e-02 9.80816e+12  -9.80816e+12 0.00000e+00 
8.48293e-02 9.82078e+12  -9.82078e+12 0.00000e+00 
8.48566e-02 9.83341e+12  -9.83341e+12 0.00000e+00 
8.48838e-02 9.84605e+12  -9.84605e+12 0.00000e+00 
8.49111e-02 9.85870e+12  -9.85870e+12 0.00000e+00 
8.49384e-02 9.87137e+12  -9.87137e+12 0.00000e+00 
8.49656e-02 9.88404e+12  -9.88404e+12 0.00000e+00 
8.49929e-02 9.89674e+12  -9.89673e+12 0.00000e+00 
8.50201e-02 9.90944e+12  -9.90944e+12 0.00000e+00 
8.50474e-02 9.92215e+12  -9.92215e+12 0.00000e+00 
8.50747e-02 9.93488e+12  -9.93488e+12 0.00000e+00 
8.51019e-02 9.94762e+12  -9.94762e+12 0.00000e+00 
8.51292e-02 9.96037e+12  -9.96037e+12 0.00000e+00 
8.51564e-02 9.97313e+12  -9.97313e+12 0.00000e+00 
8.51837e-02 9.98591e+12  -9.98591e+12 0.00000e+00 
8.52109e-02 9.99870e+12  -9.99870e+12 0.00000e+00 
8.52382e-02 1.00115e+13  -1.00115e+13 0.00000e+00 
8.52655e-02 1.00243e+13  -1.00243e+13 0.00000e+00 
8.52927e-02 1.00371e+13  -1.00371e+13 0.00000e+00 
8.53200e-02 1.00500e+13  -1.00500e+13 0.00000e+00 
8.53472e-02 1.00628e+13  -1.00628e+13 0.00000e+00 
8.53745e-02 1.00757e+13  -1.00757e+13 0.00000e+00 
8.54017e-02 1.00886e+13  -1.00886e+13 0.00000e+00 
8.54290e-02 1.01014e+13  -1.01014e+13 0.00000e+00 
8.54563e-02 1.01143e+13  -1.01143e+13 0.00000e+00 
8.54835e-02 1.01273e+13  -1.01273e+13 0.00000e+00 
8.55108e-02 1.01402e+13  -1.01402e+13 0.00000e+00 
8.55380e-02 1.01531e+13  -1.01531e+13 0.00000e+00 
8.55653e-02 1.01661e+13  -1.01661e+13 0.00000e+00 
8.55925e-02 1.01790e+13  -1.01790e+13 0.00000e+00 
8.56198e-02 1.01920e+13  -1.01920e+13 0.00000e+00 
8.56471e-02 1.02050e+13  -1.02050e+13 0.00000e+00 
8.56743e-02 1.02180e+13  -1.02180e+13 0.00000e+00 
8.57016e-02 1.02310e+13  -1.02310e+13 0.00000e+00 
8.57288e-02 1.02440e+13  -1.02440e+13 0.00000e+00 
8.57561e-02 1.02571e+13  -1.02571e+13 0.00000e+00 
8.57834e-02 1.02701e+13  -1.02701e+13 0.00000e+00 
8.58106e-02 1.02832e+13  -1.02832e+13 0.00000e+00 
8.58379e-02 1.02962e+13  -1.02962e+13 0.00000e+00 
8.58651e-02 1.03093e+13  -1.03093e+13 0.00000e+00 
8.58924e-02 1.03224e+13  -1.03224e+13 0.00000e+00 
8.59196e-02 1.03355e+13  -1.03355e+13 0.00000e+00 
8.59469e-02 1.03486e+13  -1.03486e+13 0.00000e+00 
8.59742e-02 1.03618e+13  -1.03618e+13 0.00000e+00 
8.60014e-02 1.03749e+13  -1.03749e+13 0.00000e+00 
8.60287e-02 1.03881e+13  -1.03881e+13 0.00000e+00 
8.60559e-02 1.04013e+13  -1.04013e+13 0.00000e+00 
8.60832e-02 1.04145e+13  -1.04144e+13 0.00000e+00 
8.61105e-02 1.04276e+13  -1.04276e+13 0.00000e+00 
8.61377e-02 1.04409e+13  -1.04409e+13 0.00000e+00 
8.61650e-02 1.04541e+13  -1.04541e+13 0.00000e+00 
8.61922e-02 1.04673e+13  -1.04673e+13 0.00000e+00 
8.62195e-02 1.04806e+13  -1.04806e+13 0.00000e+00 
8.62467e-02 1.04938e+13  -1.04938e+13 0.00000e+00 
8.62740e-02 1.05071e+13  -1.05071e+13 0.00000e+00 
8.63013e-02 1.05204e+13  -1.05204e+13 0.00000e+00 
8.63285e-02 1.05337e+13  -1.05337e+13 0.00000e+00 
8.63558e-02 1.05470e+13  -1.05470e+13 0.00000e+00 
8.63830e-02 1.05603e+13  -1.05603e+13 0.00000e+00 
8.64103e-02 1.05737e+13  -1.05737e+13 0.00000e+00 
8.64376e-02 1.05870e+13  -1.05870e+13 0.00000e+00 
8.64648e-02 1.06004e+13  -1.06004e+13 0.00000e+00 
8.64921e-02 1.06137e+13  -1.06137e+13 0.00000e+00 
8.65193e-02 1.06271e+13  -1.06271e+13 0.00000e+00 
8.65466e-02 1.06405e+13  -1.06405e+13 0.00000e+00 
8.65738e-02 1.06539e+13  -1.06539e+13 0.00000e+00 
8.66011e-02 1.06674e+13  -1.06674e+13 0.00000e+00 
8.66284e-02 1.06808e+13  -1.06808e+13 0.00000e+00 
8.66556e-02 1.06943e+13  -1.06942e+13 0.00000e+00 
8.66829e-02 1.07077e+13  -1.07077e+13 0.00000e+00 
8.67101e-02 1.07212e+13  -1.07212e+13 0.00000e+00 
8.67374e-02 1.07347e+13  -1.07347e+13 0.00000e+00 
8.67647e-02 1.07482e+13  -1.07482e+13 0.00000e+00 
8.67919e-02 1.07617e+13  -1.07617e+13 0.00000e+00 
8.68192e-02 1.07752e+13  -1.07752e+13 0.00000e+00 
8.68464e-02 1.07888e+13  -1.07888e+13 0.00000e+00 
8.68737e-02 1.08023e+13  -1.08023e+13 0.00000e+00 
8.69010e-02 1.08159e+13  -1.08159e+13 0.00000e+00 
8.69282e-02 1.08295e+13  -1.08295e+13 0.00000e+00 
8.69555e-02 1.08430e+13  -1.08430e+13 0.00000e+00 
8.69827e-02 1.08566e+13  -1.08566e+13 0.00000e+00 
8.70100e-02 1.08703e+13  -1.08703e+13 0.00000e+00 
8.70372e-02 1.08839e+13  -1.08839e+13 0.00000e+00 
8.70645e-02 1.08975e+13  -1.08975e+13 0.00000e+00 
8.70918e-02 1.09112e+13  -1.09112e+13 0.00000e+00 
