7.89937e-06 2.35382e-03  5.34786e-13 0.00000e+00 
7.06598e-02 1.27326e+20  -1.27326e+20 0.00000e+00 
7.06677e-02 1.27411e+20  -1.27411e+20 0.00000e+00 
7.06756e-02 1.27496e+20  -1.27496e+20 0.00000e+00 
7.06835e-02 1.27580e+20  -1.27580e+20 0.00000e+00 
7.06914e-02 1.27665e+20  -1.27665e+20 0.00000e+00 
7.06993e-02 1.27750e+20  -1.27750e+20 0.00000e+00 
7.07072e-02 1.27835e+20  -1.27835e+20 0.00000e+00 
7.07151e-02 1.27920e+20  -1.27920e+20 0.00000e+00 
7.07230e-02 1.28005e+20  -1.28005e+20 0.00000e+00 
7.07309e-02 1.28090e+20  -1.28090e+20 0.00000e+00 
7.07388e-02 1.28175e+20  -1.28175e+20 0.00000e+00 
7.07467e-02 1.28261e+20  -1.28261e+20 0.00000e+00 
7.07546e-02 1.28346e+20  -1.28346e+20 0.00000e+00 
7.07625e-02 1.28431e+20  -1.28431e+20 0.00000e+00 
7.07704e-02 1.28516e+20  -1.28516e+20 0.00000e+00 
7.07783e-02 1.28602e+20  -1.28602e+20 0.00000e+00 
7.07862e-02 1.28687e+20  -1.28687e+20 0.00000e+00 
7.07941e-02 1.28773e+20  -1.28773e+20 0.00000e+00 
7.08020e-02 1.28858e+20  -1.28858e+20 0.00000e+00 
7.08099e-02 1.28944e+20  -1.28944e+20 0.00000e+00 
7.08178e-02 1.29029e+20  -1.29029e+20 0.00000e+00 
7.08257e-02 1.29115e+20  -1.29115e+20 0.00000e+00 
7.08336e-02 1.29201e+20  -1.29201e+20 0.00000e+00 
7.08415e-02 1.29287e+20  -1.29287e+20 0.00000e+00 
7.08494e-02 1.29372e+20  -1.29372e+20 0.00000e+00 
7.08573e-02 1.29458e+20  -1.29458e+20 0.00000e+00 
7.08652e-02 1.29544e+20  -1.29544e+20 0.00000e+00 
7.08731e-02 1.29630e+20  -1.29630e+20 0.00000e+00 
7.08810e-02 1.29716e+20  -1.29716e+20 0.00000e+00 
7.08889e-02 1.29802e+20  -1.29802e+20 0.00000e+00 
7.08968e-02 1.29888e+20  -1.29888e+20 0.00000e+00 
7.09047e-02 1.29974e+20  -1.29974e+20 0.00000e+00 
7.09126e-02 1.30060e+20  -1.30060e+20 0.00000e+00 
7.09205e-02 1.30147e+20  -1.30147e+20 0.00000e+00 
7.09284e-02 1.30233e+20  -1.30233e+20 0.00000e+00 
7.09363e-02 1.30319e+20  -1.30319e+20 0.00000e+00 
7.09442e-02 1.30406e+20  -1.30406e+20 0.00000e+00 
7.09521e-02 1.30492e+20  -1.30492e+20 0.00000e+00 
7.09600e-02 1.30578e+20  -1.30578e+20 0.00000e+00 
7.09679e-02 1.30665e+20  -1.30665e+20 0.00000e+00 
7.09758e-02 1.30752e+20  -1.30752e+20 0.00000e+00 
7.09837e-02 1.30838e+20  -1.30838e+20 0.00000e+00 
7.09916e-02 1.30925e+20  -1.30925e+20 0.00000e+00 
7.09995e-02 1.31012e+20  -1.31012e+20 0.00000e+00 
7.10074e-02 1.31098e+20  -1.31098e+20 0.00000e+00 
7.10153e-02 1.31185e+20  -1.31185e+20 0.00000e+00 
7.10232e-02 1.31272e+20  -1.31272e+20 0.00000e+00 
7.10311e-02 1.31359e+20  -1.31359e+20 0.00000e+00 
7.10390e-02 1.31446e+20  -1.31446e+20 0.00000e+00 
7.10469e-02 1.31533e+20  -1.31533e+20 0.00000e+00 
7.10548e-02 1.31620e+20  -1.31620e+20 0.00000e+00 
7.10627e-02 1.31707e+20  -1.31707e+20 0.00000e+00 
7.10706e-02 1.31794e+20  -1.31794e+20 0.00000e+00 
7.10785e-02 1.31881e+20  -1.31881e+20 0.00000e+00 
7.10864e-02 1.31968e+20  -1.31968e+20 0.00000e+00 
7.10943e-02 1.32056e+20  -1.32056e+20 0.00000e+00 
7.11022e-02 1.32143e+20  -1.32143e+20 0.00000e+00 
7.11101e-02 1.32230e+20  -1.32230e+20 0.00000e+00 
7.11180e-02 1.32318e+20  -1.32318e+20 0.00000e+00 
7.11259e-02 1.32405e+20  -1.32405e+20 0.00000e+00 
7.11338e-02 1.32493e+20  -1.32493e+20 0.00000e+00 
7.11417e-02 1.32580e+20  -1.32580e+20 0.00000e+00 
7.11496e-02 1.32668e+20  -1.32668e+20 0.00000e+00 
7.11575e-02 1.32756e+20  -1.32756e+20 0.00000e+00 
7.11654e-02 1.32843e+20  -1.32843e+20 0.00000e+00 
7.11733e-02 1.32931e+20  -1.32931e+20 0.00000e+00 
7.11812e-02 1.33019e+20  -1.33019e+20 0.00000e+00 
7.11891e-02 1.33107e+20  -1.33107e+20 0.00000e+00 
7.11970e-02 1.33195e+20  -1.33195e+20 0.00000e+00 
7.12049e-02 1.33283e+20  -1.33283e+20 0.00000e+00 
7.12128e-02 1.33371e+20  -1.33371e+20 0.00000e+00 
7.12207e-02 1.33459e+20  -1.33459e+20 0.00000e+00 
7.12286e-02 1.33547e+20  -1.33547e+20 0.00000e+00 
7.12365e-02 1.33635e+20  -1.33635e+20 0.00000e+00 
7.12444e-02 1.33723e+20  -1.33723e+20 0.00000e+00 
7.12523e-02 1.33811e+20  -1.33811e+20 0.00000e+00 
7.12602e-02 1.33900e+20  -1.33900e+20 0.00000e+00 
7.12681e-02 1.33988e+20  -1.33988e+20 0.00000e+00 
7.12760e-02 1.34076e+20  -1.34076e+20 0.00000e+00 
7.12839e-02 1.34165e+20  -1.34165e+20 0.00000e+00 
7.12918e-02 1.34253e+20  -1.34253e+20 0.00000e+00 
7.12997e-02 1.34342e+20  -1.34342e+20 0.00000e+00 
7.13076e-02 1.34430e+20  -1.34430e+20 0.00000e+00 
7.13155e-02 1.34519e+20  -1.34519e+20 0.00000e+00 
7.13234e-02 1.34608e+20  -1.34608e+20 0.00000e+00 
7.13313e-02 1.34696e+20  -1.34696e+20 0.00000e+00 
7.13392e-02 1.34785e+20  -1.34785e+20 0.00000e+00 
7.13471e-02 1.34874e+20  -1.34874e+20 0.00000e+00 
7.13550e-02 1.34963e+20  -1.34963e+20 0.00000e+00 
7.13629e-02 1.35052e+20  -1.35052e+20 0.00000e+00 
7.13708e-02 1.35141e+20  -1.35141e+20 0.00000e+00 
7.13787e-02 1.35230e+20  -1.35230e+20 0.00000e+00 
7.13866e-02 1.35319e+20  -1.35319e+20 0.00000e+00 
7.13945e-02 1.35408e+20  -1.35408e+20 0.00000e+00 
7.14024e-02 1.35497e+20  -1.35497e+20 0.00000e+00 
7.14103e-02 1.35586e+20  -1.35586e+20 0.00000e+00 
7.14182e-02 1.35675e+20  -1.35675e+20 0.00000e+00 
7.14261e-02 1.35765e+20  -1.35765e+20 0.00000e+00 
7.14340e-02 1.35854e+20  -1.35854e+20 0.00000e+00 
7.14419e-02 1.35943e+20  -1.35943e+20 0.00000e+00 
7.14498e-02 1.36033e+20  -1.36033e+20 0.00000e+00 
7.14577e-02 1.36122e+20  -1.36122e+20 0.00000e+00 
7.14656e-02 1.36212e+20  -1.36212e+20 0.00000e+00 
7.14735e-02 1.36302e+20  -1.36302e+20 0.00000e+00 
7.14814e-02 1.36391e+20  -1.36391e+20 0.00000e+00 
7.14893e-02 1.36481e+20  -1.36481e+20 0.00000e+00 
7.14972e-02 1.36571e+20  -1.36571e+20 0.00000e+00 
7.15051e-02 1.36660e+20  -1.36660e+20 0.00000e+00 
7.15130e-02 1.36750e+20  -1.36750e+20 0.00000e+00 
7.15209e-02 1.36840e+20  -1.36840e+20 0.00000e+00 
7.15288e-02 1.36930e+20  -1.36930e+20 0.00000e+00 
7.15367e-02 1.37020e+20  -1.37020e+20 0.00000e+00 
7.15446e-02 1.37110e+20  -1.37110e+20 0.00000e+00 
7.15525e-02 1.37200e+20  -1.37200e+20 0.00000e+00 
7.15604e-02 1.37290e+20  -1.37290e+20 0.00000e+00 
7.15683e-02 1.37381e+20  -1.37381e+20 0.00000e+00 
7.15762e-02 1.37471e+20  -1.37471e+20 0.00000e+00 
7.15841e-02 1.37561e+20  -1.37561e+20 0.00000e+00 
7.15920e-02 1.37651e+20  -1.37651e+20 0.00000e+00 
7.15999e-02 1.37742e+20  -1.37742e+20 0.00000e+00 
7.16078e-02 1.37832e+20  -1.37832e+20 0.00000e+00 
7.16157e-02 1.37923e+20  -1.37923e+20 0.00000e+00 
7.16236e-02 1.38013e+20  -1.38013e+20 0.00000e+00 
7.16315e-02 1.38104e+20  -1.38104e+20 0.00000e+00 
7.16394e-02 1.38195e+20  -1.38195e+20 0.00000e+00 
7.16473e-02 1.38285e+20  -1.38285e+20 0.00000e+00 
7.16552e-02 1.38376e+20  -1.38376e+20 0.00000e+00 
7.16631e-02 1.38467e+20  -1.38467e+20 0.00000e+00 
7.16710e-02 1.38558e+20  -1.38558e+20 0.00000e+00 
7.16789e-02 1.38648e+20  -1.38648e+20 0.00000e+00 
7.16868e-02 1.38739e+20  -1.38739e+20 0.00000e+00 
7.16947e-02 1.38830e+20  -1.38830e+20 0.00000e+00 
7.17026e-02 1.38921e+20  -1.38921e+20 0.00000e+00 
7.17105e-02 1.39012e+20  -1.39012e+20 0.00000e+00 
7.17184e-02 1.39104e+20  -1.39104e+20 0.00000e+00 
7.17263e-02 1.39195e+20  -1.39195e+20 0.00000e+00 
7.17342e-02 1.39286e+20  -1.39286e+20 0.00000e+00 
7.17421e-02 1.39377e+20  -1.39377e+20 0.00000e+00 
7.17500e-02 1.39469e+20  -1.39469e+20 0.00000e+00 
7.17579e-02 1.39560e+20  -1.39560e+20 0.00000e+00 
7.17658e-02 1.39651e+20  -1.39651e+20 0.00000e+00 
7.17736e-02 1.39743e+20  -1.39743e+20 0.00000e+00 
7.17815e-02 1.39834e+20  -1.39834e+20 0.00000e+00 
7.17894e-02 1.39926e+20  -1.39926e+20 0.00000e+00 
7.17973e-02 1.40018e+20  -1.40018e+20 0.00000e+00 
7.18052e-02 1.40109e+20  -1.40109e+20 0.00000e+00 
7.18131e-02 1.40201e+20  -1.40201e+20 0.00000e+00 
7.18210e-02 1.40293e+20  -1.40293e+20 0.00000e+00 
7.18289e-02 1.40385e+20  -1.40385e+20 0.00000e+00 
7.18368e-02 1.40476e+20  -1.40476e+20 0.00000e+00 
7.18447e-02 1.40568e+20  -1.40568e+20 0.00000e+00 
7.18526e-02 1.40660e+20  -1.40660e+20 0.00000e+00 
7.18605e-02 1.40752e+20  -1.40752e+20 0.00000e+00 
7.18684e-02 1.40844e+20  -1.40844e+20 0.00000e+00 
7.18763e-02 1.40937e+20  -1.40937e+20 0.00000e+00 
7.18842e-02 1.41029e+20  -1.41029e+20 0.00000e+00 
7.18921e-02 1.41121e+20  -1.41121e+20 0.00000e+00 
7.19000e-02 1.41213e+20  -1.41213e+20 0.00000e+00 
7.19079e-02 1.41306e+20  -1.41306e+20 0.00000e+00 
7.19158e-02 1.41398e+20  -1.41398e+20 0.00000e+00 
7.19237e-02 1.41490e+20  -1.41490e+20 0.00000e+00 
7.19316e-02 1.41583e+20  -1.41583e+20 0.00000e+00 
7.19395e-02 1.41675e+20  -1.41675e+20 0.00000e+00 
7.19474e-02 1.41768e+20  -1.41768e+20 0.00000e+00 
7.19553e-02 1.41861e+20  -1.41861e+20 0.00000e+00 
7.19632e-02 1.41953e+20  -1.41953e+20 0.00000e+00 
7.19711e-02 1.42046e+20  -1.42046e+20 0.00000e+00 
7.19790e-02 1.42139e+20  -1.42139e+20 0.00000e+00 
7.19869e-02 1.42232e+20  -1.42232e+20 0.00000e+00 
7.19948e-02 1.42324e+20  -1.42324e+20 0.00000e+00 
7.20027e-02 1.42417e+20  -1.42417e+20 0.00000e+00 
7.20106e-02 1.42510e+20  -1.42510e+20 0.00000e+00 
7.20185e-02 1.42603e+20  -1.42603e+20 0.00000e+00 
7.20264e-02 1.42696e+20  -1.42696e+20 0.00000e+00 
7.20343e-02 1.42790e+20  -1.42790e+20 0.00000e+00 
7.20422e-02 1.42883e+20  -1.42883e+20 0.00000e+00 
7.20501e-02 1.42976e+20  -1.42976e+20 0.00000e+00 
7.20580e-02 1.43069e+20  -1.43069e+20 0.00000e+00 
7.20659e-02 1.43163e+20  -1.43163e+20 0.00000e+00 
7.20738e-02 1.43256e+20  -1.43256e+20 0.00000e+00 
7.20817e-02 1.43349e+20  -1.43349e+20 0.00000e+00 
7.20896e-02 1.43443e+20  -1.43443e+20 0.00000e+00 
7.20975e-02 1.43536e+20  -1.43536e+20 0.00000e+00 
7.21054e-02 1.43630e+20  -1.43630e+20 0.00000e+00 
7.21133e-02 1.43724e+20  -1.43724e+20 0.00000e+00 
7.21212e-02 1.43817e+20  -1.43817e+20 0.00000e+00 
7.21291e-02 1.43911e+20  -1.43911e+20 0.00000e+00 
7.21370e-02 1.44005e+20  -1.44005e+20 0.00000e+00 
7.21449e-02 1.44099e+20  -1.44099e+20 0.00000e+00 
7.21528e-02 1.44193e+20  -1.44193e+20 0.00000e+00 
7.21607e-02 1.44286e+20  -1.44286e+20 0.00000e+00 
7.21686e-02 1.44380e+20  -1.44380e+20 0.00000e+00 
7.21765e-02 1.44474e+20  -1.44474e+20 0.00000e+00 
7.21844e-02 1.44569e+20  -1.44569e+20 0.00000e+00 
7.21923e-02 1.44663e+20  -1.44663e+20 0.00000e+00 
7.22002e-02 1.44757e+20  -1.44757e+20 0.00000e+00 
7.22081e-02 1.44851e+20  -1.44851e+20 0.00000e+00 
7.22160e-02 1.44945e+20  -1.44945e+20 0.00000e+00 
7.22239e-02 1.45040e+20  -1.45040e+20 0.00000e+00 
7.22318e-02 1.45134e+20  -1.45134e+20 0.00000e+00 
7.22397e-02 1.45229e+20  -1.45229e+20 0.00000e+00 
7.22476e-02 1.45323e+20  -1.45323e+20 0.00000e+00 
7.22555e-02 1.45418e+20  -1.45418e+20 0.00000e+00 
7.22634e-02 1.45512e+20  -1.45512e+20 0.00000e+00 
7.22713e-02 1.45607e+20  -1.45607e+20 0.00000e+00 
7.22792e-02 1.45702e+20  -1.45702e+20 0.00000e+00 
7.22871e-02 1.45796e+20  -1.45796e+20 0.00000e+00 
7.22950e-02 1.45891e+20  -1.45891e+20 0.00000e+00 
7.23029e-02 1.45986e+20  -1.45986e+20 0.00000e+00 
7.23108e-02 1.46081e+20  -1.46081e+20 0.00000e+00 
7.23187e-02 1.46176e+20  -1.46176e+20 0.00000e+00 
7.23266e-02 1.46271e+20  -1.46271e+20 0.00000e+00 
7.23345e-02 1.46366e+20  -1.46366e+20 0.00000e+00 
7.23424e-02 1.46461e+20  -1.46461e+20 0.00000e+00 
7.23503e-02 1.46556e+20  -1.46556e+20 0.00000e+00 
7.23582e-02 1.46651e+20  -1.46651e+20 0.00000e+00 
7.23661e-02 1.46747e+20  -1.46747e+20 0.00000e+00 
7.23740e-02 1.46842e+20  -1.46842e+20 0.00000e+00 
7.23819e-02 1.46937e+20  -1.46937e+20 0.00000e+00 
7.23898e-02 1.47033e+20  -1.47033e+20 0.00000e+00 
7.23977e-02 1.47128e+20  -1.47128e+20 0.00000e+00 
7.24056e-02 1.47224e+20  -1.47224e+20 0.00000e+00 
7.24135e-02 1.47319e+20  -1.47319e+20 0.00000e+00 
7.24214e-02 1.47415e+20  -1.47415e+20 0.00000e+00 
7.24293e-02 1.47511e+20  -1.47511e+20 0.00000e+00 
7.24372e-02 1.47606e+20  -1.47606e+20 0.00000e+00 
7.24451e-02 1.47702e+20  -1.47702e+20 0.00000e+00 
7.24530e-02 1.47798e+20  -1.47798e+20 0.00000e+00 
7.24609e-02 1.47894e+20  -1.47894e+20 0.00000e+00 
7.24688e-02 1.47990e+20  -1.47990e+20 0.00000e+00 
7.24767e-02 1.48086e+20  -1.48086e+20 0.00000e+00 
7.24846e-02 1.48182e+20  -1.48182e+20 0.00000e+00 
7.24925e-02 1.48278e+20  -1.48278e+20 0.00000e+00 
7.25004e-02 1.48374e+20  -1.48374e+20 0.00000e+00 
7.25083e-02 1.48470e+20  -1.48470e+20 0.00000e+00 
7.25162e-02 1.48567e+20  -1.48567e+20 0.00000e+00 
7.25241e-02 1.48663e+20  -1.48663e+20 0.00000e+00 
7.25320e-02 1.48759e+20  -1.48759e+20 0.00000e+00 
7.25399e-02 1.48856e+20  -1.48856e+20 0.00000e+00 
7.25478e-02 1.48952e+20  -1.48952e+20 0.00000e+00 
7.25557e-02 1.49049e+20  -1.49049e+20 0.00000e+00 
7.25636e-02 1.49145e+20  -1.49145e+20 0.00000e+00 
7.25715e-02 1.49242e+20  -1.49242e+20 0.00000e+00 
7.25794e-02 1.49338e+20  -1.49338e+20 0.00000e+00 
7.25873e-02 1.49435e+20  -1.49435e+20 0.00000e+00 
7.25952e-02 1.49532e+20  -1.49532e+20 0.00000e+00 
7.26031e-02 1.49629e+20  -1.49629e+20 0.00000e+00 
7.26110e-02 1.49726e+20  -1.49726e+20 0.00000e+00 
7.26189e-02 1.49823e+20  -1.49823e+20 0.00000e+00 
7.26268e-02 1.49919e+20  -1.49919e+20 0.00000e+00 
7.26347e-02 1.50017e+20  -1.50017e+20 0.00000e+00 
7.26426e-02 1.50114e+20  -1.50114e+20 0.00000e+00 
7.26505e-02 1.50211e+20  -1.50211e+20 0.00000e+00 
7.26584e-02 1.50308e+20  -1.50308e+20 0.00000e+00 
7.26663e-02 1.50405e+20  -1.50405e+20 0.00000e+00 
7.26742e-02 1.50502e+20  -1.50502e+20 0.00000e+00 
7.26821e-02 1.50600e+20  -1.50600e+20 0.00000e+00 
7.26900e-02 1.50697e+20  -1.50697e+20 0.00000e+00 
7.26979e-02 1.50795e+20  -1.50795e+20 0.00000e+00 
7.27058e-02 1.50892e+20  -1.50892e+20 0.00000e+00 
7.27137e-02 1.50990e+20  -1.50990e+20 0.00000e+00 
7.27216e-02 1.51087e+20  -1.51087e+20 0.00000e+00 
7.27295e-02 1.51185e+20  -1.51185e+20 0.00000e+00 
7.27374e-02 1.51283e+20  -1.51283e+20 0.00000e+00 
7.27453e-02 1.51380e+20  -1.51380e+20 0.00000e+00 
7.27532e-02 1.51478e+20  -1.51478e+20 0.00000e+00 
7.27611e-02 1.51576e+20  -1.51576e+20 0.00000e+00 
7.27690e-02 1.51674e+20  -1.51674e+20 0.00000e+00 
7.27769e-02 1.51772e+20  -1.51772e+20 0.00000e+00 
7.27848e-02 1.51870e+20  -1.51870e+20 0.00000e+00 
7.27927e-02 1.51968e+20  -1.51968e+20 0.00000e+00 
7.28006e-02 1.52066e+20  -1.52066e+20 0.00000e+00 
7.28085e-02 1.52164e+20  -1.52164e+20 0.00000e+00 
7.28164e-02 1.52263e+20  -1.52263e+20 0.00000e+00 
7.28243e-02 1.52361e+20  -1.52361e+20 0.00000e+00 
7.28322e-02 1.52459e+20  -1.52459e+20 0.00000e+00 
7.28401e-02 1.52558e+20  -1.52558e+20 0.00000e+00 
7.28480e-02 1.52656e+20  -1.52656e+20 0.00000e+00 
7.28559e-02 1.52755e+20  -1.52755e+20 0.00000e+00 
7.28638e-02 1.52853e+20  -1.52853e+20 0.00000e+00 
7.28717e-02 1.52952e+20  -1.52952e+20 0.00000e+00 
7.28796e-02 1.53050e+20  -1.53050e+20 0.00000e+00 
7.28875e-02 1.53149e+20  -1.53149e+20 0.00000e+00 
7.28954e-02 1.53248e+20  -1.53248e+20 0.00000e+00 
7.29033e-02 1.53347e+20  -1.53347e+20 0.00000e+00 
7.29112e-02 1.53445e+20  -1.53445e+20 0.00000e+00 
7.29191e-02 1.53544e+20  -1.53544e+20 0.00000e+00 
7.29270e-02 1.53643e+20  -1.53643e+20 0.00000e+00 
7.29349e-02 1.53742e+20  -1.53742e+20 0.00000e+00 
7.29428e-02 1.53841e+20  -1.53841e+20 0.00000e+00 
7.29507e-02 1.53941e+20  -1.53941e+20 0.00000e+00 
7.29586e-02 1.54040e+20  -1.54040e+20 0.00000e+00 
7.29665e-02 1.54139e+20  -1.54139e+20 0.00000e+00 
7.29744e-02 1.54238e+20  -1.54238e+20 0.00000e+00 
7.29823e-02 1.54338e+20  -1.54338e+20 0.00000e+00 
7.29902e-02 1.54437e+20  -1.54437e+20 0.00000e+00 
7.29981e-02 1.54536e+20  -1.54536e+20 0.00000e+00 
7.30060e-02 1.54636e+20  -1.54636e+20 0.00000e+00 
7.30139e-02 1.54736e+20  -1.54736e+20 0.00000e+00 
7.30217e-02 1.54835e+20  -1.54835e+20 0.00000e+00 
7.30296e-02 1.54935e+20  -1.54935e+20 0.00000e+00 
7.30375e-02 1.55034e+20  -1.55034e+20 0.00000e+00 
7.30454e-02 1.55134e+20  -1.55134e+20 0.00000e+00 
7.30533e-02 1.55234e+20  -1.55234e+20 0.00000e+00 
7.30612e-02 1.55334e+20  -1.55334e+20 0.00000e+00 
7.30691e-02 1.55434e+20  -1.55434e+20 0.00000e+00 
7.30770e-02 1.55534e+20  -1.55534e+20 0.00000e+00 
7.30849e-02 1.55634e+20  -1.55634e+20 0.00000e+00 
7.30928e-02 1.55734e+20  -1.55734e+20 0.00000e+00 
7.31007e-02 1.55834e+20  -1.55834e+20 0.00000e+00 
7.31086e-02 1.55934e+20  -1.55934e+20 0.00000e+00 
7.31165e-02 1.56035e+20  -1.56035e+20 0.00000e+00 
7.31244e-02 1.56135e+20  -1.56135e+20 0.00000e+00 
7.31323e-02 1.56235e+20  -1.56235e+20 0.00000e+00 
7.31402e-02 1.56336e+20  -1.56336e+20 0.00000e+00 
7.31481e-02 1.56436e+20  -1.56436e+20 0.00000e+00 
7.31560e-02 1.56537e+20  -1.56537e+20 0.00000e+00 
7.31639e-02 1.56637e+20  -1.56637e+20 0.00000e+00 
7.31718e-02 1.56738e+20  -1.56738e+20 0.00000e+00 
7.31797e-02 1.56838e+20  -1.56838e+20 0.00000e+00 
7.31876e-02 1.56939e+20  -1.56939e+20 0.00000e+00 
7.31955e-02 1.57040e+20  -1.57040e+20 0.00000e+00 
7.32034e-02 1.57141e+20  -1.57141e+20 0.00000e+00 
7.32113e-02 1.57242e+20  -1.57242e+20 0.00000e+00 
7.32192e-02 1.57343e+20  -1.57343e+20 0.00000e+00 
7.32271e-02 1.57444e+20  -1.57444e+20 0.00000e+00 
7.32350e-02 1.57545e+20  -1.57545e+20 0.00000e+00 
7.32429e-02 1.57646e+20  -1.57646e+20 0.00000e+00 
7.32508e-02 1.57747e+20  -1.57747e+20 0.00000e+00 
7.32587e-02 1.57848e+20  -1.57848e+20 0.00000e+00 
7.32666e-02 1.57949e+20  -1.57949e+20 0.00000e+00 
7.32745e-02 1.58051e+20  -1.58051e+20 0.00000e+00 
7.32824e-02 1.58152e+20  -1.58152e+20 0.00000e+00 
7.32903e-02 1.58254e+20  -1.58254e+20 0.00000e+00 
7.32982e-02 1.58355e+20  -1.58355e+20 0.00000e+00 
7.33061e-02 1.58457e+20  -1.58457e+20 0.00000e+00 
7.33140e-02 1.58558e+20  -1.58558e+20 0.00000e+00 
7.33219e-02 1.58660e+20  -1.58660e+20 0.00000e+00 
7.33298e-02 1.58762e+20  -1.58762e+20 0.00000e+00 
7.33377e-02 1.58863e+20  -1.58863e+20 0.00000e+00 
7.33456e-02 1.58965e+20  -1.58965e+20 0.00000e+00 
7.33535e-02 1.59067e+20  -1.59067e+20 0.00000e+00 
7.33614e-02 1.59169e+20  -1.59169e+20 0.00000e+00 
7.33693e-02 1.59271e+20  -1.59271e+20 0.00000e+00 
7.33772e-02 1.59373e+20  -1.59373e+20 0.00000e+00 
7.33851e-02 1.59475e+20  -1.59475e+20 0.00000e+00 
7.33930e-02 1.59577e+20  -1.59577e+20 0.00000e+00 
7.34009e-02 1.59679e+20  -1.59679e+20 0.00000e+00 
7.34088e-02 1.59782e+20  -1.59782e+20 0.00000e+00 
7.34167e-02 1.59884e+20  -1.59884e+20 0.00000e+00 
7.34246e-02 1.59986e+20  -1.59986e+20 0.00000e+00 
7.34325e-02 1.60089e+20  -1.60089e+20 0.00000e+00 
7.34404e-02 1.60191e+20  -1.60191e+20 0.00000e+00 
7.34483e-02 1.60294e+20  -1.60294e+20 0.00000e+00 
7.34562e-02 1.60396e+20  -1.60396e+20 0.00000e+00 
7.34641e-02 1.60499e+20  -1.60499e+20 0.00000e+00 
7.34720e-02 1.60601e+20  -1.60601e+20 0.00000e+00 
7.34799e-02 1.60704e+20  -1.60704e+20 0.00000e+00 
7.34878e-02 1.60807e+20  -1.60807e+20 0.00000e+00 
7.34957e-02 1.60910e+20  -1.60910e+20 0.00000e+00 
7.35036e-02 1.61013e+20  -1.61013e+20 0.00000e+00 
7.35115e-02 1.61116e+20  -1.61116e+20 0.00000e+00 
7.35194e-02 1.61219e+20  -1.61219e+20 0.00000e+00 
7.35273e-02 1.61322e+20  -1.61322e+20 0.00000e+00 
7.35352e-02 1.61425e+20  -1.61425e+20 0.00000e+00 
7.35431e-02 1.61528e+20  -1.61528e+20 0.00000e+00 
7.35510e-02 1.61631e+20  -1.61631e+20 0.00000e+00 
7.35589e-02 1.61735e+20  -1.61735e+20 0.00000e+00 
7.35668e-02 1.61838e+20  -1.61838e+20 0.00000e+00 
7.35747e-02 1.61941e+20  -1.61941e+20 0.00000e+00 
7.35826e-02 1.62045e+20  -1.62045e+20 0.00000e+00 
7.35905e-02 1.62148e+20  -1.62148e+20 0.00000e+00 
7.35984e-02 1.62252e+20  -1.62252e+20 0.00000e+00 
7.36063e-02 1.62355e+20  -1.62355e+20 0.00000e+00 
7.36142e-02 1.62459e+20  -1.62459e+20 0.00000e+00 
7.36221e-02 1.62563e+20  -1.62563e+20 0.00000e+00 
7.36300e-02 1.62667e+20  -1.62667e+20 0.00000e+00 
7.36379e-02 1.62770e+20  -1.62770e+20 0.00000e+00 
7.36458e-02 1.62874e+20  -1.62874e+20 0.00000e+00 
7.36537e-02 1.62978e+20  -1.62978e+20 0.00000e+00 
7.36616e-02 1.63082e+20  -1.63082e+20 0.00000e+00 
7.36695e-02 1.63186e+20  -1.63186e+20 0.00000e+00 
7.36774e-02 1.63290e+20  -1.63290e+20 0.00000e+00 
7.36853e-02 1.63395e+20  -1.63395e+20 0.00000e+00 
7.36932e-02 1.63499e+20  -1.63499e+20 0.00000e+00 
7.37011e-02 1.63603e+20  -1.63603e+20 0.00000e+00 
7.37090e-02 1.63707e+20  -1.63707e+20 0.00000e+00 
7.37169e-02 1.63812e+20  -1.63812e+20 0.00000e+00 
7.37248e-02 1.63916e+20  -1.63916e+20 0.00000e+00 
7.37327e-02 1.64021e+20  -1.64021e+20 0.00000e+00 
7.37406e-02 1.64125e+20  -1.64125e+20 0.00000e+00 
7.37485e-02 1.64230e+20  -1.64230e+20 0.00000e+00 
7.37564e-02 1.64334e+20  -1.64334e+20 0.00000e+00 
7.37643e-02 1.64439e+20  -1.64439e+20 0.00000e+00 
7.37722e-02 1.64544e+20  -1.64544e+20 0.00000e+00 
7.37801e-02 1.64649e+20  -1.64649e+20 0.00000e+00 
7.37880e-02 1.64754e+20  -1.64754e+20 0.00000e+00 
7.37959e-02 1.64859e+20  -1.64859e+20 0.00000e+00 
7.38038e-02 1.64964e+20  -1.64964e+20 0.00000e+00 
7.38117e-02 1.65069e+20  -1.65069e+20 0.00000e+00 
7.38196e-02 1.65174e+20  -1.65174e+20 0.00000e+00 
7.38275e-02 1.65279e+20  -1.65279e+20 0.00000e+00 
7.38354e-02 1.65384e+20  -1.65384e+20 0.00000e+00 
7.38433e-02 1.65489e+20  -1.65489e+20 0.00000e+00 
7.38512e-02 1.65595e+20  -1.65595e+20 0.00000e+00 
7.38591e-02 1.65700e+20  -1.65700e+20 0.00000e+00 
7.38670e-02 1.65805e+20  -1.65805e+20 0.00000e+00 
7.38749e-02 1.65911e+20  -1.65911e+20 0.00000e+00 
7.38828e-02 1.66017e+20  -1.66017e+20 0.00000e+00 
7.38907e-02 1.66122e+20  -1.66122e+20 0.00000e+00 
