7.89937e-06 2.35382e-03  5.34786e-13 0.00000e+00 
2.18339e-02 1.14873e+17  -1.14873e+17 0.00000e+00 
2.18418e-02 1.15122e+17  -1.15122e+17 0.00000e+00 
2.18496e-02 1.15371e+17  -1.15371e+17 0.00000e+00 
2.18575e-02 1.15621e+17  -1.15621e+17 0.00000e+00 
2.18654e-02 1.15871e+17  -1.15871e+17 0.00000e+00 
2.18733e-02 1.16122e+17  -1.16122e+17 0.00000e+00 
2.18812e-02 1.16373e+17  -1.16373e+17 0.00000e+00 
2.18891e-02 1.16624e+17  -1.16624e+17 0.00000e+00 
2.18970e-02 1.16876e+17  -1.16876e+17 0.00000e+00 
2.19049e-02 1.17129e+17  -1.17129e+17 0.00000e+00 
2.19128e-02 1.17382e+17  -1.17382e+17 0.00000e+00 
2.19207e-02 1.17635e+17  -1.17635e+17 0.00000e+00 
2.19286e-02 1.17889e+17  -1.17889e+17 0.00000e+00 
2.19365e-02 1.18143e+17  -1.18143e+17 0.00000e+00 
2.19444e-02 1.18398e+17  -1.18398e+17 0.00000e+00 
2.19523e-02 1.18653e+17  -1.18653e+17 0.00000e+00 
2.19602e-02 1.18909e+17  -1.18909e+17 0.00000e+00 
2.19681e-02 1.19165e+17  -1.19165e+17 0.00000e+00 
2.19760e-02 1.19422e+17  -1.19422e+17 0.00000e+00 
2.19839e-02 1.19679e+17  -1.19679e+17 0.00000e+00 
2.19918e-02 1.19936e+17  -1.19936e+17 0.00000e+00 
2.19997e-02 1.20194e+17  -1.20194e+17 0.00000e+00 
2.20076e-02 1.20453e+17  -1.20453e+17 0.00000e+00 
2.20155e-02 1.20712e+17  -1.20711e+17 0.00000e+00 
2.20234e-02 1.20971e+17  -1.20971e+17 0.00000e+00 
2.20313e-02 1.21231e+17  -1.21231e+17 0.00000e+00 
2.20392e-02 1.21491e+17  -1.21491e+17 0.00000e+00 
2.20471e-02 1.21752e+17  -1.21752e+17 0.00000e+00 
2.20550e-02 1.22013e+17  -1.22013e+17 0.00000e+00 
2.20629e-02 1.22275e+17  -1.22275e+17 0.00000e+00 
2.20708e-02 1.22537e+17  -1.22537e+17 0.00000e+00 
2.20787e-02 1.22799e+17  -1.22799e+17 0.00000e+00 
2.20866e-02 1.23063e+17  -1.23062e+17 0.00000e+00 
2.20945e-02 1.23326e+17  -1.23326e+17 0.00000e+00 
2.21024e-02 1.23590e+17  -1.23590e+17 0.00000e+00 
2.21103e-02 1.23855e+17  -1.23855e+17 0.00000e+00 
2.21182e-02 1.24120e+17  -1.24120e+17 0.00000e+00 
2.21261e-02 1.24385e+17  -1.24385e+17 0.00000e+00 
2.21340e-02 1.24651e+17  -1.24651e+17 0.00000e+00 
2.21419e-02 1.24917e+17  -1.24917e+17 0.00000e+00 
2.21498e-02 1.25184e+17  -1.25184e+17 0.00000e+00 
2.21577e-02 1.25451e+17  -1.25451e+17 0.00000e+00 
2.21656e-02 1.25719e+17  -1.25719e+17 0.00000e+00 
2.21735e-02 1.25988e+17  -1.25988e+17 0.00000e+00 
2.21814e-02 1.26256e+17  -1.26256e+17 0.00000e+00 
2.21893e-02 1.26526e+17  -1.26526e+17 0.00000e+00 
2.21972e-02 1.26795e+17  -1.26795e+17 0.00000e+00 
2.22051e-02 1.27065e+17  -1.27065e+17 0.00000e+00 
2.22130e-02 1.27336e+17  -1.27336e+17 0.00000e+00 
2.22209e-02 1.27607e+17  -1.27607e+17 0.00000e+00 
2.22288e-02 1.27879e+17  -1.27879e+17 0.00000e+00 
2.22367e-02 1.28151e+17  -1.28151e+17 0.00000e+00 
2.22446e-02 1.28424e+17  -1.28424e+17 0.00000e+00 
2.22525e-02 1.28697e+17  -1.28697e+17 0.00000e+00 
2.22604e-02 1.28970e+17  -1.28970e+17 0.00000e+00 
2.22683e-02 1.29244e+17  -1.29244e+17 0.00000e+00 
2.22762e-02 1.29519e+17  -1.29519e+17 0.00000e+00 
2.22841e-02 1.29794e+17  -1.29794e+17 0.00000e+00 
2.22920e-02 1.30069e+17  -1.30069e+17 0.00000e+00 
2.22999e-02 1.30345e+17  -1.30345e+17 0.00000e+00 
2.23078e-02 1.30622e+17  -1.30622e+17 0.00000e+00 
2.23157e-02 1.30899e+17  -1.30899e+17 0.00000e+00 
2.23236e-02 1.31176e+17  -1.31176e+17 0.00000e+00 
2.23315e-02 1.31454e+17  -1.31454e+17 0.00000e+00 
2.23394e-02 1.31733e+17  -1.31733e+17 0.00000e+00 
2.23473e-02 1.32012e+17  -1.32012e+17 0.00000e+00 
2.23552e-02 1.32291e+17  -1.32291e+17 0.00000e+00 
2.23631e-02 1.32571e+17  -1.32571e+17 0.00000e+00 
2.23710e-02 1.32851e+17  -1.32851e+17 0.00000e+00 
2.23789e-02 1.33132e+17  -1.33132e+17 0.00000e+00 
2.23868e-02 1.33414e+17  -1.33414e+17 0.00000e+00 
2.23947e-02 1.33695e+17  -1.33695e+17 0.00000e+00 
2.24026e-02 1.33978e+17  -1.33978e+17 0.00000e+00 
2.24105e-02 1.34261e+17  -1.34261e+17 0.00000e+00 
2.24184e-02 1.34544e+17  -1.34544e+17 0.00000e+00 
2.24263e-02 1.34828e+17  -1.34828e+17 0.00000e+00 
2.24342e-02 1.35112e+17  -1.35112e+17 0.00000e+00 
2.24421e-02 1.35397e+17  -1.35397e+17 0.00000e+00 
2.24500e-02 1.35683e+17  -1.35683e+17 0.00000e+00 
2.24579e-02 1.35968e+17  -1.35968e+17 0.00000e+00 
2.24658e-02 1.36255e+17  -1.36255e+17 0.00000e+00 
2.24737e-02 1.36542e+17  -1.36542e+17 0.00000e+00 
2.24816e-02 1.36829e+17  -1.36829e+17 0.00000e+00 
2.24895e-02 1.37117e+17  -1.37117e+17 0.00000e+00 
2.24974e-02 1.37405e+17  -1.37405e+17 0.00000e+00 
2.25053e-02 1.37694e+17  -1.37694e+17 0.00000e+00 
2.25132e-02 1.37984e+17  -1.37984e+17 0.00000e+00 
2.25211e-02 1.38273e+17  -1.38273e+17 0.00000e+00 
2.25290e-02 1.38564e+17  -1.38564e+17 0.00000e+00 
2.25369e-02 1.38855e+17  -1.38855e+17 0.00000e+00 
2.25448e-02 1.39146e+17  -1.39146e+17 0.00000e+00 
2.25527e-02 1.39438e+17  -1.39438e+17 0.00000e+00 
2.25606e-02 1.39731e+17  -1.39731e+17 0.00000e+00 
2.25685e-02 1.40023e+17  -1.40023e+17 0.00000e+00 
2.25764e-02 1.40317e+17  -1.40317e+17 0.00000e+00 
2.25843e-02 1.40611e+17  -1.40611e+17 0.00000e+00 
2.25922e-02 1.40905e+17  -1.40905e+17 0.00000e+00 
2.26001e-02 1.41200e+17  -1.41200e+17 0.00000e+00 
2.26080e-02 1.41496e+17  -1.41496e+17 0.00000e+00 
2.26159e-02 1.41792e+17  -1.41792e+17 0.00000e+00 
2.26238e-02 1.42088e+17  -1.42088e+17 0.00000e+00 
2.26317e-02 1.42386e+17  -1.42385e+17 0.00000e+00 
2.26396e-02 1.42683e+17  -1.42683e+17 0.00000e+00 
2.26475e-02 1.42981e+17  -1.42981e+17 0.00000e+00 
2.26554e-02 1.43280e+17  -1.43280e+17 0.00000e+00 
2.26633e-02 1.43579e+17  -1.43579e+17 0.00000e+00 
2.26712e-02 1.43879e+17  -1.43879e+17 0.00000e+00 
2.26791e-02 1.44179e+17  -1.44179e+17 0.00000e+00 
2.26870e-02 1.44479e+17  -1.44479e+17 0.00000e+00 
2.26949e-02 1.44781e+17  -1.44781e+17 0.00000e+00 
2.27028e-02 1.45082e+17  -1.45082e+17 0.00000e+00 
2.27107e-02 1.45385e+17  -1.45385e+17 0.00000e+00 
2.27186e-02 1.45687e+17  -1.45687e+17 0.00000e+00 
2.27265e-02 1.45991e+17  -1.45991e+17 0.00000e+00 
2.27344e-02 1.46295e+17  -1.46294e+17 0.00000e+00 
2.27423e-02 1.46599e+17  -1.46599e+17 0.00000e+00 
2.27502e-02 1.46904e+17  -1.46904e+17 0.00000e+00 
2.27581e-02 1.47209e+17  -1.47209e+17 0.00000e+00 
2.27660e-02 1.47515e+17  -1.47515e+17 0.00000e+00 
2.27739e-02 1.47822e+17  -1.47822e+17 0.00000e+00 
2.27818e-02 1.48129e+17  -1.48129e+17 0.00000e+00 
2.27897e-02 1.48436e+17  -1.48436e+17 0.00000e+00 
2.27976e-02 1.48744e+17  -1.48744e+17 0.00000e+00 
2.28055e-02 1.49053e+17  -1.49053e+17 0.00000e+00 
2.28134e-02 1.49362e+17  -1.49362e+17 0.00000e+00 
2.28213e-02 1.49672e+17  -1.49672e+17 0.00000e+00 
2.28292e-02 1.49982e+17  -1.49982e+17 0.00000e+00 
2.28371e-02 1.50292e+17  -1.50292e+17 0.00000e+00 
2.28450e-02 1.50604e+17  -1.50604e+17 0.00000e+00 
2.28529e-02 1.50916e+17  -1.50915e+17 0.00000e+00 
2.28608e-02 1.51228e+17  -1.51228e+17 0.00000e+00 
2.28687e-02 1.51541e+17  -1.51541e+17 0.00000e+00 
2.28766e-02 1.51854e+17  -1.51854e+17 0.00000e+00 
2.28845e-02 1.52168e+17  -1.52168e+17 0.00000e+00 
2.28924e-02 1.52483e+17  -1.52483e+17 0.00000e+00 
2.29003e-02 1.52798e+17  -1.52798e+17 0.00000e+00 
2.29082e-02 1.53113e+17  -1.53113e+17 0.00000e+00 
2.29161e-02 1.53429e+17  -1.53429e+17 0.00000e+00 
2.29240e-02 1.53746e+17  -1.53746e+17 0.00000e+00 
2.29319e-02 1.54063e+17  -1.54063e+17 0.00000e+00 
2.29398e-02 1.54381e+17  -1.54381e+17 0.00000e+00 
2.29477e-02 1.54699e+17  -1.54699e+17 0.00000e+00 
2.29556e-02 1.55018e+17  -1.55018e+17 0.00000e+00 
2.29635e-02 1.55337e+17  -1.55337e+17 0.00000e+00 
2.29714e-02 1.55657e+17  -1.55657e+17 0.00000e+00 
2.29793e-02 1.55978e+17  -1.55978e+17 0.00000e+00 
2.29872e-02 1.56299e+17  -1.56299e+17 0.00000e+00 
2.29951e-02 1.56620e+17  -1.56620e+17 0.00000e+00 
2.30030e-02 1.56943e+17  -1.56943e+17 0.00000e+00 
2.30109e-02 1.57265e+17  -1.57265e+17 0.00000e+00 
2.30188e-02 1.57589e+17  -1.57588e+17 0.00000e+00 
2.30267e-02 1.57912e+17  -1.57912e+17 0.00000e+00 
2.30346e-02 1.58237e+17  -1.58237e+17 0.00000e+00 
2.30425e-02 1.58562e+17  -1.58562e+17 0.00000e+00 
2.30504e-02 1.58887e+17  -1.58887e+17 0.00000e+00 
2.30583e-02 1.59213e+17  -1.59213e+17 0.00000e+00 
2.30662e-02 1.59540e+17  -1.59540e+17 0.00000e+00 
2.30741e-02 1.59867e+17  -1.59867e+17 0.00000e+00 
2.30820e-02 1.60194e+17  -1.60194e+17 0.00000e+00 
2.30899e-02 1.60523e+17  -1.60523e+17 0.00000e+00 
2.30977e-02 1.60851e+17  -1.60851e+17 0.00000e+00 
2.31056e-02 1.61181e+17  -1.61181e+17 0.00000e+00 
2.31135e-02 1.61511e+17  -1.61511e+17 0.00000e+00 
2.31214e-02 1.61841e+17  -1.61841e+17 0.00000e+00 
2.31293e-02 1.62172e+17  -1.62172e+17 0.00000e+00 
2.31372e-02 1.62504e+17  -1.62504e+17 0.00000e+00 
2.31451e-02 1.62836e+17  -1.62836e+17 0.00000e+00 
2.31530e-02 1.63169e+17  -1.63169e+17 0.00000e+00 
2.31609e-02 1.63502e+17  -1.63502e+17 0.00000e+00 
2.31688e-02 1.63836e+17  -1.63836e+17 0.00000e+00 
2.31767e-02 1.64170e+17  -1.64170e+17 0.00000e+00 
2.31846e-02 1.64505e+17  -1.64505e+17 0.00000e+00 
2.31925e-02 1.64841e+17  -1.64841e+17 0.00000e+00 
2.32004e-02 1.65177e+17  -1.65177e+17 0.00000e+00 
2.32083e-02 1.65514e+17  -1.65514e+17 0.00000e+00 
2.32162e-02 1.65851e+17  -1.65851e+17 0.00000e+00 
2.32241e-02 1.66189e+17  -1.66189e+17 0.00000e+00 
2.32320e-02 1.66527e+17  -1.66527e+17 0.00000e+00 
2.32399e-02 1.66866e+17  -1.66866e+17 0.00000e+00 
2.32478e-02 1.67206e+17  -1.67206e+17 0.00000e+00 
2.32557e-02 1.67546e+17  -1.67546e+17 0.00000e+00 
2.32636e-02 1.67887e+17  -1.67887e+17 0.00000e+00 
2.32715e-02 1.68228e+17  -1.68228e+17 0.00000e+00 
2.32794e-02 1.68570e+17  -1.68570e+17 0.00000e+00 
2.32873e-02 1.68912e+17  -1.68912e+17 0.00000e+00 
2.32952e-02 1.69255e+17  -1.69255e+17 0.00000e+00 
2.33031e-02 1.69599e+17  -1.69599e+17 0.00000e+00 
2.33110e-02 1.69943e+17  -1.69943e+17 0.00000e+00 
2.33189e-02 1.70288e+17  -1.70288e+17 0.00000e+00 
2.33268e-02 1.70633e+17  -1.70633e+17 0.00000e+00 
2.33347e-02 1.70979e+17  -1.70979e+17 0.00000e+00 
2.33426e-02 1.71326e+17  -1.71326e+17 0.00000e+00 
2.33505e-02 1.71673e+17  -1.71673e+17 0.00000e+00 
2.33584e-02 1.72021e+17  -1.72021e+17 0.00000e+00 
2.33663e-02 1.72369e+17  -1.72369e+17 0.00000e+00 
2.33742e-02 1.72718e+17  -1.72718e+17 0.00000e+00 
2.33821e-02 1.73067e+17  -1.73067e+17 0.00000e+00 
2.33900e-02 1.73417e+17  -1.73417e+17 0.00000e+00 
2.33979e-02 1.73768e+17  -1.73768e+17 0.00000e+00 
2.34058e-02 1.74119e+17  -1.74119e+17 0.00000e+00 
2.34137e-02 1.74471e+17  -1.74471e+17 0.00000e+00 
2.34216e-02 1.74823e+17  -1.74823e+17 0.00000e+00 
2.34295e-02 1.75176e+17  -1.75176e+17 0.00000e+00 
2.34374e-02 1.75530e+17  -1.75530e+17 0.00000e+00 
2.34453e-02 1.75884e+17  -1.75884e+17 0.00000e+00 
2.34532e-02 1.76239e+17  -1.76239e+17 0.00000e+00 
2.34611e-02 1.76594e+17  -1.76594e+17 0.00000e+00 
2.34690e-02 1.76950e+17  -1.76950e+17 0.00000e+00 
2.34769e-02 1.77307e+17  -1.77307e+17 0.00000e+00 
2.34848e-02 1.77664e+17  -1.77664e+17 0.00000e+00 
2.34927e-02 1.78022e+17  -1.78022e+17 0.00000e+00 
2.35006e-02 1.78380e+17  -1.78380e+17 0.00000e+00 
2.35085e-02 1.78739e+17  -1.78739e+17 0.00000e+00 
2.35164e-02 1.79099e+17  -1.79099e+17 0.00000e+00 
2.35243e-02 1.79459e+17  -1.79459e+17 0.00000e+00 
2.35322e-02 1.79820e+17  -1.79820e+17 0.00000e+00 
2.35401e-02 1.80181e+17  -1.80181e+17 0.00000e+00 
2.35480e-02 1.80543e+17  -1.80543e+17 0.00000e+00 
2.35559e-02 1.80906e+17  -1.80906e+17 0.00000e+00 
2.35638e-02 1.81269e+17  -1.81269e+17 0.00000e+00 
2.35717e-02 1.81633e+17  -1.81633e+17 0.00000e+00 
2.35796e-02 1.81997e+17  -1.81997e+17 0.00000e+00 
2.35875e-02 1.82362e+17  -1.82362e+17 0.00000e+00 
2.35954e-02 1.82728e+17  -1.82728e+17 0.00000e+00 
2.36033e-02 1.83094e+17  -1.83094e+17 0.00000e+00 
2.36112e-02 1.83461e+17  -1.83461e+17 0.00000e+00 
2.36191e-02 1.83828e+17  -1.83828e+17 0.00000e+00 
2.36270e-02 1.84196e+17  -1.84196e+17 0.00000e+00 
2.36349e-02 1.84565e+17  -1.84565e+17 0.00000e+00 
2.36428e-02 1.84934e+17  -1.84934e+17 0.00000e+00 
2.36507e-02 1.85304e+17  -1.85304e+17 0.00000e+00 
2.36586e-02 1.85675e+17  -1.85675e+17 0.00000e+00 
2.36665e-02 1.86046e+17  -1.86046e+17 0.00000e+00 
2.36744e-02 1.86418e+17  -1.86418e+17 0.00000e+00 
2.36823e-02 1.86790e+17  -1.86790e+17 0.00000e+00 
2.36902e-02 1.87163e+17  -1.87163e+17 0.00000e+00 
2.36981e-02 1.87537e+17  -1.87537e+17 0.00000e+00 
2.37060e-02 1.87911e+17  -1.87911e+17 0.00000e+00 
2.37139e-02 1.88286e+17  -1.88286e+17 0.00000e+00 
2.37218e-02 1.88661e+17  -1.88661e+17 0.00000e+00 
2.37297e-02 1.89037e+17  -1.89037e+17 0.00000e+00 
2.37376e-02 1.89414e+17  -1.89414e+17 0.00000e+00 
2.37455e-02 1.89791e+17  -1.89791e+17 0.00000e+00 
2.37534e-02 1.90169e+17  -1.90169e+17 0.00000e+00 
2.37613e-02 1.90548e+17  -1.90548e+17 0.00000e+00 
2.37692e-02 1.90927e+17  -1.90927e+17 0.00000e+00 
2.37771e-02 1.91307e+17  -1.91307e+17 0.00000e+00 
2.37850e-02 1.91688e+17  -1.91687e+17 0.00000e+00 
2.37929e-02 1.92069e+17  -1.92069e+17 0.00000e+00 
2.38008e-02 1.92450e+17  -1.92450e+17 0.00000e+00 
2.38087e-02 1.92833e+17  -1.92833e+17 0.00000e+00 
2.38166e-02 1.93216e+17  -1.93216e+17 0.00000e+00 
2.38245e-02 1.93599e+17  -1.93599e+17 0.00000e+00 
2.38324e-02 1.93984e+17  -1.93984e+17 0.00000e+00 
2.38403e-02 1.94369e+17  -1.94369e+17 0.00000e+00 
2.38482e-02 1.94754e+17  -1.94754e+17 0.00000e+00 
2.38561e-02 1.95140e+17  -1.95140e+17 0.00000e+00 
2.38640e-02 1.95527e+17  -1.95527e+17 0.00000e+00 
2.38719e-02 1.95915e+17  -1.95915e+17 0.00000e+00 
2.38798e-02 1.96303e+17  -1.96303e+17 0.00000e+00 
2.38877e-02 1.96691e+17  -1.96691e+17 0.00000e+00 
2.38956e-02 1.97081e+17  -1.97081e+17 0.00000e+00 
2.39035e-02 1.97471e+17  -1.97471e+17 0.00000e+00 
2.39114e-02 1.97862e+17  -1.97861e+17 0.00000e+00 
2.39193e-02 1.98253e+17  -1.98253e+17 0.00000e+00 
2.39272e-02 1.98645e+17  -1.98645e+17 0.00000e+00 
2.39351e-02 1.99037e+17  -1.99037e+17 0.00000e+00 
2.39430e-02 1.99431e+17  -1.99431e+17 0.00000e+00 
2.39509e-02 1.99825e+17  -1.99824e+17 0.00000e+00 
2.39588e-02 2.00219e+17  -2.00219e+17 0.00000e+00 
2.39667e-02 2.00614e+17  -2.00614e+17 0.00000e+00 
2.39746e-02 2.01010e+17  -2.01010e+17 0.00000e+00 
2.39825e-02 2.01407e+17  -2.01406e+17 0.00000e+00 
2.39904e-02 2.01804e+17  -2.01804e+17 0.00000e+00 
2.39983e-02 2.02201e+17  -2.02201e+17 0.00000e+00 
2.40062e-02 2.02600e+17  -2.02600e+17 0.00000e+00 
2.40141e-02 2.02999e+17  -2.02999e+17 0.00000e+00 
2.40220e-02 2.03399e+17  -2.03399e+17 0.00000e+00 
2.40299e-02 2.03799e+17  -2.03799e+17 0.00000e+00 
2.40378e-02 2.04200e+17  -2.04200e+17 0.00000e+00 
2.40457e-02 2.04602e+17  -2.04602e+17 0.00000e+00 
2.40536e-02 2.05004e+17  -2.05004e+17 0.00000e+00 
2.40615e-02 2.05407e+17  -2.05407e+17 0.00000e+00 
2.40694e-02 2.05811e+17  -2.05811e+17 0.00000e+00 
2.40773e-02 2.06215e+17  -2.06215e+17 0.00000e+00 
2.40852e-02 2.06620e+17  -2.06620e+17 0.00000e+00 
2.40931e-02 2.07026e+17  -2.07026e+17 0.00000e+00 
2.41010e-02 2.07432e+17  -2.07432e+17 0.00000e+00 
2.41089e-02 2.07839e+17  -2.07839e+17 0.00000e+00 
2.41168e-02 2.08247e+17  -2.08247e+17 0.00000e+00 
2.41247e-02 2.08655e+17  -2.08655e+17 0.00000e+00 
2.41326e-02 2.09064e+17  -2.09064e+17 0.00000e+00 
2.41405e-02 2.09474e+17  -2.09474e+17 0.00000e+00 
2.41484e-02 2.09884e+17  -2.09884e+17 0.00000e+00 
2.41563e-02 2.10295e+17  -2.10295e+17 0.00000e+00 
2.41642e-02 2.10707e+17  -2.10707e+17 0.00000e+00 
2.41721e-02 2.11119e+17  -2.11119e+17 0.00000e+00 
2.41800e-02 2.11532e+17  -2.11532e+17 0.00000e+00 
2.41879e-02 2.11946e+17  -2.11946e+17 0.00000e+00 
2.41958e-02 2.12360e+17  -2.12360e+17 0.00000e+00 
2.42037e-02 2.12775e+17  -2.12775e+17 0.00000e+00 
2.42116e-02 2.13191e+17  -2.13191e+17 0.00000e+00 
2.42195e-02 2.13607e+17  -2.13607e+17 0.00000e+00 
2.42274e-02 2.14024e+17  -2.14024e+17 0.00000e+00 
2.42353e-02 2.14442e+17  -2.14442e+17 0.00000e+00 
2.42432e-02 2.14861e+17  -2.14861e+17 0.00000e+00 
2.42511e-02 2.15280e+17  -2.15280e+17 0.00000e+00 
2.42590e-02 2.15699e+17  -2.15699e+17 0.00000e+00 
2.42669e-02 2.16120e+17  -2.16120e+17 0.00000e+00 
2.42748e-02 2.16541e+17  -2.16541e+17 0.00000e+00 
2.42827e-02 2.16963e+17  -2.16963e+17 0.00000e+00 
2.42906e-02 2.17385e+17  -2.17385e+17 0.00000e+00 
2.42985e-02 2.17809e+17  -2.17809e+17 0.00000e+00 
2.43064e-02 2.18232e+17  -2.18232e+17 0.00000e+00 
2.43143e-02 2.18657e+17  -2.18657e+17 0.00000e+00 
2.43222e-02 2.19082e+17  -2.19082e+17 0.00000e+00 
2.43301e-02 2.19508e+17  -2.19508e+17 0.00000e+00 
2.43380e-02 2.19935e+17  -2.19935e+17 0.00000e+00 
2.43458e-02 2.20362e+17  -2.20362e+17 0.00000e+00 
2.43537e-02 2.20790e+17  -2.20790e+17 0.00000e+00 
2.43616e-02 2.21219e+17  -2.21219e+17 0.00000e+00 
2.43695e-02 2.21648e+17  -2.21648e+17 0.00000e+00 
2.43774e-02 2.22078e+17  -2.22078e+17 0.00000e+00 
2.43853e-02 2.22509e+17  -2.22509e+17 0.00000e+00 
2.43932e-02 2.22941e+17  -2.22940e+17 0.00000e+00 
2.44011e-02 2.23373e+17  -2.23373e+17 0.00000e+00 
2.44090e-02 2.23806e+17  -2.23805e+17 0.00000e+00 
2.44169e-02 2.24239e+17  -2.24239e+17 0.00000e+00 
2.44248e-02 2.24673e+17  -2.24673e+17 0.00000e+00 
2.44327e-02 2.25108e+17  -2.25108e+17 0.00000e+00 
2.44406e-02 2.25544e+17  -2.25544e+17 0.00000e+00 
2.44485e-02 2.25980e+17  -2.25980e+17 0.00000e+00 
2.44564e-02 2.26417e+17  -2.26417e+17 0.00000e+00 
2.44643e-02 2.26855e+17  -2.26855e+17 0.00000e+00 
2.44722e-02 2.27294e+17  -2.27294e+17 0.00000e+00 
2.44801e-02 2.27733e+17  -2.27733e+17 0.00000e+00 
2.44880e-02 2.28173e+17  -2.28173e+17 0.00000e+00 
2.44959e-02 2.28613e+17  -2.28613e+17 0.00000e+00 
2.45038e-02 2.29055e+17  -2.29055e+17 0.00000e+00 
2.45117e-02 2.29497e+17  -2.29497e+17 0.00000e+00 
2.45196e-02 2.29939e+17  -2.29939e+17 0.00000e+00 
2.45275e-02 2.30383e+17  -2.30383e+17 0.00000e+00 
2.45354e-02 2.30827e+17  -2.30827e+17 0.00000e+00 
2.45433e-02 2.31272e+17  -2.31272e+17 0.00000e+00 
2.45512e-02 2.31717e+17  -2.31717e+17 0.00000e+00 
2.45591e-02 2.32164e+17  -2.32163e+17 0.00000e+00 
2.45670e-02 2.32611e+17  -2.32610e+17 0.00000e+00 
2.45749e-02 2.33058e+17  -2.33058e+17 0.00000e+00 
2.45828e-02 2.33507e+17  -2.33507e+17 0.00000e+00 
2.45907e-02 2.33956e+17  -2.33956e+17 0.00000e+00 
2.45986e-02 2.34406e+17  -2.34406e+17 0.00000e+00 
2.46065e-02 2.34856e+17  -2.34856e+17 0.00000e+00 
2.46144e-02 2.35308e+17  -2.35308e+17 0.00000e+00 
2.46223e-02 2.35760e+17  -2.35760e+17 0.00000e+00 
2.46302e-02 2.36212e+17  -2.36212e+17 0.00000e+00 
2.46381e-02 2.36666e+17  -2.36666e+17 0.00000e+00 
2.46460e-02 2.37120e+17  -2.37120e+17 0.00000e+00 
2.46539e-02 2.37575e+17  -2.37575e+17 0.00000e+00 
2.46618e-02 2.38031e+17  -2.38031e+17 0.00000e+00 
2.46697e-02 2.38487e+17  -2.38487e+17 0.00000e+00 
2.46776e-02 2.38944e+17  -2.38944e+17 0.00000e+00 
2.46855e-02 2.39402e+17  -2.39402e+17 0.00000e+00 
2.46934e-02 2.39860e+17  -2.39860e+17 0.00000e+00 
2.47013e-02 2.40320e+17  -2.40320e+17 0.00000e+00 
2.47092e-02 2.40780e+17  -2.40780e+17 0.00000e+00 
2.47171e-02 2.41241e+17  -2.41240e+17 0.00000e+00 
2.47250e-02 2.41702e+17  -2.41702e+17 0.00000e+00 
2.47329e-02 2.42164e+17  -2.42164e+17 0.00000e+00 
2.47408e-02 2.42627e+17  -2.42627e+17 0.00000e+00 
2.47487e-02 2.43091e+17  -2.43091e+17 0.00000e+00 
2.47566e-02 2.43555e+17  -2.43555e+17 0.00000e+00 
2.47645e-02 2.44020e+17  -2.44020e+17 0.00000e+00 
2.47724e-02 2.44486e+17  -2.44486e+17 0.00000e+00 
2.47803e-02 2.44953e+17  -2.44953e+17 0.00000e+00 
2.47882e-02 2.45420e+17  -2.45420e+17 0.00000e+00 
2.47961e-02 2.45889e+17  -2.45889e+17 0.00000e+00 
2.48040e-02 2.46357e+17  -2.46357e+17 0.00000e+00 
2.48119e-02 2.46827e+17  -2.46827e+17 0.00000e+00 
2.48198e-02 2.47297e+17  -2.47297e+17 0.00000e+00 
2.48277e-02 2.47769e+17  -2.47768e+17 0.00000e+00 
2.48356e-02 2.48240e+17  -2.48240e+17 0.00000e+00 
2.48435e-02 2.48713e+17  -2.48713e+17 0.00000e+00 
2.48514e-02 2.49186e+17  -2.49186e+17 0.00000e+00 
2.48593e-02 2.49660e+17  -2.49660e+17 0.00000e+00 
2.48672e-02 2.50135e+17  -2.50135e+17 0.00000e+00 
2.48751e-02 2.50611e+17  -2.50611e+17 0.00000e+00 
2.48830e-02 2.51087e+17  -2.51087e+17 0.00000e+00 
2.48909e-02 2.51564e+17  -2.51564e+17 0.00000e+00 
2.48988e-02 2.52042e+17  -2.52042e+17 0.00000e+00 
2.49067e-02 2.52521e+17  -2.52521e+17 0.00000e+00 
2.49146e-02 2.53000e+17  -2.53000e+17 0.00000e+00 
2.49225e-02 2.53480e+17  -2.53480e+17 0.00000e+00 
2.49304e-02 2.53961e+17  -2.53961e+17 0.00000e+00 
2.49383e-02 2.54443e+17  -2.54443e+17 0.00000e+00 
2.49462e-02 2.54925e+17  -2.54925e+17 0.00000e+00 
2.49541e-02 2.55409e+17  -2.55408e+17 0.00000e+00 
2.49620e-02 2.55892e+17  -2.55892e+17 0.00000e+00 
2.49699e-02 2.56377e+17  -2.56377e+17 0.00000e+00 
2.49778e-02 2.56863e+17  -2.56863e+17 0.00000e+00 
2.49857e-02 2.57349e+17  -2.57349e+17 0.00000e+00 
2.49936e-02 2.57836e+17  -2.57836e+17 0.00000e+00 
2.50015e-02 2.58324e+17  -2.58324e+17 0.00000e+00 
2.50094e-02 2.58812e+17  -2.58812e+17 0.00000e+00 
2.50173e-02 2.59301e+17  -2.59301e+17 0.00000e+00 
2.50252e-02 2.59791e+17  -2.59791e+17 0.00000e+00 
2.50331e-02 2.60282e+17  -2.60282e+17 0.00000e+00 
2.50410e-02 2.60774e+17  -2.60774e+17 0.00000e+00 
2.50489e-02 2.61266e+17  -2.61266e+17 0.00000e+00 
2.50568e-02 2.61759e+17  -2.61759e+17 0.00000e+00 
2.50647e-02 2.62253e+17  -2.62253e+17 0.00000e+00 
